Starting ...
cuda
Model properties:  ['affinity', 'tpsas']
Preference properties:  ['affinity']
Building Vocab
{'batch_size': 128, 'd_model': 512, 'n_heads': 8, 'n_layers': 6, 'hidden_units': 512, 'lr': 1e-05, 'epochs': 265, 'properties': ['affinity', 'logps', 'qeds', 'sas', 'tpsas'], 'model_properties': ['affinity', 'tpsas'], 'run_name': 'LCK_DOCKSTRING_FAST_ACTUAL_affinity_tpsas'}
length of preference data : 41795
Sample preference_data[0]: ['O1C(C(=O)N2CCN(CC2)C3=CC=C(N(=O)=O)C=C3)=C(C=4C1=CC=CC4)C', array([0.47959185, 0.53255087, 0.54797947, 0.15855041, 0.16055913]), [np.str_('O1C(=NC2=C(C1=O)C=CC=C2)C3=C(C(=O)NCCC4=CC=CC=C4)C=CC(OC)=C3'), np.float64(0.9873459430403937), array([0.52040816, 0.54211667, 0.55725834, 0.15815913, 0.16377715])], [np.str_('O1C(=NC2=C(C1=O)C=CC=C2)C3=CC(OC(=O)C=4C=CC=CC4)=C(OC)C=C3'), np.float64(0.9574398041990725), array([0.43877551, 0.55263869, 0.41284505, 0.14420153, 0.15814562])]]
LCK_DOCKSTRING_FAST_ACTUAL_affinity_tpsas
len(target_smiles): 41800
len(data): 41800
LCK_DOCKSTRING_FAST_ACTUAL_affinity_tpsas
Loading affinity-only preference data from: ../checkpoints/LCK_DOCKSTRING_FAST_ACTUAL_affinity_logps_qeds_sas_tpsas/PreferenceData_affinity.pkl
dataset built
cuda
True
2.7.1+cu118
No of GPUs available 4
No of GPUs available 4
{'batch_size': 128, 'd_model': 512, 'n_heads': 8, 'n_layers': 6, 'hidden_units': 512, 'lr': 1e-05, 'epochs': 10, 'model_properties': ['affinity', 'tpsas'], 'preference_properties': ['affinity'], 'ipo': False, 'run_name': 'DPO_Finetuning_BETA_0.11_epochs_10_LCK_DOCKSTRING_FAST_ACTUAL_affinity_tpsas_DPO_pref_affinity', 'beta': 0.11}
Temperature:  0.5
Sampling: iteration: 0/51
{'Validity': 0.99609375, 'Novelty': 1.0, 'Uniqueness': 0.996078431372549}
Training Epoch: 0 | iteration: 0/262 | Loss: 1.0216383934020996
Training Epoch: 2 | iteration: 103/262 | Loss: 0.7967681884765625
Training Epoch: 2 | iteration: 104/262 | Loss: 0.8033971786499023
Training Epoch: 2 | iteration: 105/262 | Loss: 0.6938592791557312
Training Epoch: 2 | iteration: 106/262 | Loss: 0.7513546943664551
Training Epoch: 2 | iteration: 107/262 | Loss: 0.7298585176467896
Training Epoch: 2 | iteration: 108/262 | Loss: 0.6976337432861328
Training Epoch: 2 | iteration: 109/262 | Loss: 0.704063892364502
Training Epoch: 2 | iteration: 110/262 | Loss: 0.8326559066772461
Training Epoch: 2 | iteration: 111/262 | Loss: 0.8096276521682739
Training Epoch: 2 | iteration: 112/262 | Loss: 0.7790396213531494
Training Epoch: 2 | iteration: 113/262 | Loss: 0.8329119682312012
Training Epoch: 2 | iteration: 114/262 | Loss: 0.7824488878250122
Training Epoch: 2 | iteration: 115/262 | Loss: 0.7832202911376953
Training Epoch: 2 | iteration: 116/262 | Loss: 0.8378872275352478
Training Epoch: 2 | iteration: 117/262 | Loss: 0.7378015518188477
Training Epoch: 2 | iteration: 118/262 | Loss: 0.7631852626800537
Training Epoch: 2 | iteration: 119/262 | Loss: 0.7867527604103088
Training Epoch: 2 | iteration: 120/262 | Loss: 0.741199254989624
Training Epoch: 2 | iteration: 121/262 | Loss: 0.7829532623291016
Training Epoch: 2 | iteration: 122/262 | Loss: 0.762381911277771
Training Epoch: 2 | iteration: 123/262 | Loss: 0.7576738595962524
Training Epoch: 2 | iteration: 124/262 | Loss: 0.6912810802459717
Training Epoch: 2 | iteration: 125/262 | Loss: 0.8304015398025513
Training Epoch: 2 | iteration: 126/262 | Loss: 0.7212147116661072
Training Epoch: 2 | iteration: 127/262 | Loss: 0.7701476216316223
Training Epoch: 2 | iteration: 128/262 | Loss: 0.7486258745193481
Training Epoch: 2 | iteration: 129/262 | Loss: 0.8909421563148499
Training Epoch: 2 | iteration: 130/262 | Loss: 0.7747364044189453
Training Epoch: 2 | iteration: 131/262 | Loss: 0.8221263885498047
Training Epoch: 2 | iteration: 132/262 | Loss: 0.7068942785263062
Training Epoch: 2 | iteration: 133/262 | Loss: 0.7528642416000366
Training Epoch: 2 | iteration: 134/262 | Loss: 0.7618476152420044
Training Epoch: 2 | iteration: 135/262 | Loss: 0.7656620144844055
Training Epoch: 2 | iteration: 136/262 | Loss: 0.71570885181427
Training Epoch: 2 | iteration: 137/262 | Loss: 0.7507481575012207
Training Epoch: 2 | iteration: 138/262 | Loss: 0.7385870218276978
Training Epoch: 2 | iteration: 139/262 | Loss: 0.7270121574401855
Training Epoch: 2 | iteration: 140/262 | Loss: 0.7658314108848572
Training Epoch: 2 | iteration: 141/262 | Loss: 0.7964160442352295
Training Epoch: 2 | iteration: 142/262 | Loss: 0.8120336532592773
Training Epoch: 2 | iteration: 143/262 | Loss: 0.7336562871932983
Training Epoch: 2 | iteration: 144/262 | Loss: 0.6960641741752625
Training Epoch: 2 | iteration: 145/262 | Loss: 0.6551101207733154
Training Epoch: 2 | iteration: 146/262 | Loss: 0.7943000197410583
Training Epoch: 2 | iteration: 147/262 | Loss: 0.805992841720581
Training Epoch: 2 | iteration: 148/262 | Loss: 0.7191997170448303
Training Epoch: 2 | iteration: 149/262 | Loss: 0.7509045004844666
Training Epoch: 2 | iteration: 150/262 | Loss: 0.7702211737632751
Training Epoch: 2 | iteration: 151/262 | Loss: 0.759518563747406
Training Epoch: 2 | iteration: 152/262 | Loss: 0.758519172668457
Training Epoch: 2 | iteration: 153/262 | Loss: 0.7235810160636902
Training Epoch: 2 | iteration: 154/262 | Loss: 0.7855515480041504
Training Epoch: 2 | iteration: 155/262 | Loss: 0.6604052782058716
Training Epoch: 2 | iteration: 156/262 | Loss: 0.721254825592041
Training Epoch: 2 | iteration: 157/262 | Loss: 0.6909006834030151
Training Epoch: 2 | iteration: 158/262 | Loss: 0.848099410533905
Training Epoch: 2 | iteration: 159/262 | Loss: 0.7330513000488281
Training Epoch: 2 | iteration: 160/262 | Loss: 0.7353497743606567
Training Epoch: 2 | iteration: 161/262 | Loss: 0.7722777128219604
Training Epoch: 2 | iteration: 162/262 | Loss: 0.8151853084564209
Training Epoch: 2 | iteration: 163/262 | Loss: 0.7872600555419922
Training Epoch: 2 | iteration: 164/262 | Loss: 0.7685519456863403
Training Epoch: 2 | iteration: 165/262 | Loss: 0.7948088049888611
Training Epoch: 2 | iteration: 166/262 | Loss: 0.7542727589607239
Training Epoch: 2 | iteration: 167/262 | Loss: 0.715707540512085
Training Epoch: 2 | iteration: 168/262 | Loss: 0.735363781452179
Training Epoch: 2 | iteration: 169/262 | Loss: 0.868059515953064
Training Epoch: 2 | iteration: 170/262 | Loss: 0.7152920961380005
Training Epoch: 2 | iteration: 171/262 | Loss: 0.7895079851150513
Training Epoch: 2 | iteration: 172/262 | Loss: 0.7019407749176025
Training Epoch: 2 | iteration: 173/262 | Loss: 0.6644704937934875
Training Epoch: 2 | iteration: 174/262 | Loss: 0.7273733615875244
Training Epoch: 2 | iteration: 175/262 | Loss: 0.7452483773231506
Training Epoch: 2 | iteration: 176/262 | Loss: 0.7561831474304199
Training Epoch: 2 | iteration: 177/262 | Loss: 0.7889653444290161
Training Epoch: 2 | iteration: 178/262 | Loss: 0.7052170038223267
Training Epoch: 2 | iteration: 179/262 | Loss: 0.7058649659156799
Training Epoch: 2 | iteration: 180/262 | Loss: 0.7305580377578735
Training Epoch: 2 | iteration: 181/262 | Loss: 0.7639442682266235
Training Epoch: 2 | iteration: 182/262 | Loss: 0.7274597883224487
Training Epoch: 2 | iteration: 183/262 | Loss: 0.6553889513015747
Training Epoch: 2 | iteration: 184/262 | Loss: 0.7975039482116699
Training Epoch: 2 | iteration: 185/262 | Loss: 0.7134861946105957
Training Epoch: 2 | iteration: 186/262 | Loss: 0.8088480830192566
Training Epoch: 2 | iteration: 187/262 | Loss: 0.7534422874450684
Training Epoch: 2 | iteration: 188/262 | Loss: 0.7825754284858704
Training Epoch: 2 | iteration: 189/262 | Loss: 0.8113031387329102
Training Epoch: 2 | iteration: 190/262 | Loss: 0.7686046957969666
Training Epoch: 2 | iteration: 191/262 | Loss: 0.7985470294952393
Training Epoch: 2 | iteration: 192/262 | Loss: 0.7933828830718994
Training Epoch: 2 | iteration: 193/262 | Loss: 0.6575385332107544
Training Epoch: 2 | iteration: 194/262 | Loss: 0.6965979933738708
Training Epoch: 2 | iteration: 195/262 | Loss: 0.7059890627861023
Training Epoch: 2 | iteration: 196/262 | Loss: 0.7485204935073853
Training Epoch: 2 | iteration: 197/262 | Loss: 0.8009790182113647
Training Epoch: 2 | iteration: 198/262 | Loss: 0.8281729817390442
Training Epoch: 2 | iteration: 199/262 | Loss: 0.7145664691925049
Training Epoch: 2 | iteration: 200/262 | Loss: 0.7794520258903503
Training Epoch: 2 | iteration: 201/262 | Loss: 0.7964828610420227
Training Epoch: 2 | iteration: 202/262 | Loss: 0.8275551199913025
Training Epoch: 2 | iteration: 203/262 | Loss: 0.791383683681488
Training Epoch: 2 | iteration: 204/262 | Loss: 0.807628870010376
Training Epoch: 2 | iteration: 205/262 | Loss: 0.7106770277023315
Training Epoch: 2 | iteration: 206/262 | Loss: 0.7507869005203247
Training Epoch: 2 | iteration: 207/262 | Loss: 0.668071985244751
Training Epoch: 2 | iteration: 208/262 | Loss: 0.7769752740859985
Training Epoch: 2 | iteration: 209/262 | Loss: 0.9076235890388489
Training Epoch: 2 | iteration: 210/262 | Loss: 0.6925198435783386
Training Epoch: 2 | iteration: 211/262 | Loss: 0.7279964685440063
Training Epoch: 2 | iteration: 212/262 | Loss: 0.700637698173523
Training Epoch: 2 | iteration: 213/262 | Loss: 0.7562063932418823
Training Epoch: 2 | iteration: 214/262 | Loss: 0.8082805871963501
Training Epoch: 2 | iteration: 215/262 | Loss: 0.7170003652572632
Training Epoch: 2 | iteration: 216/262 | Loss: 0.7934564352035522
Training Epoch: 2 | iteration: 217/262 | Loss: 0.8468230962753296
Training Epoch: 2 | iteration: 218/262 | Loss: 0.7110832333564758
Training Epoch: 2 | iteration: 219/262 | Loss: 0.7516480684280396
Training Epoch: 2 | iteration: 220/262 | Loss: 0.6744992733001709
Training Epoch: 2 | iteration: 221/262 | Loss: 0.7218285799026489
Training Epoch: 2 | iteration: 222/262 | Loss: 0.7256277799606323
Training Epoch: 2 | iteration: 223/262 | Loss: 0.7199819087982178
Training Epoch: 2 | iteration: 224/262 | Loss: 0.7423030138015747
Training Epoch: 2 | iteration: 225/262 | Loss: 0.8320260643959045
Training Epoch: 2 | iteration: 226/262 | Loss: 0.8803738355636597
Training Epoch: 2 | iteration: 227/262 | Loss: 0.7861099243164062
Training Epoch: 2 | iteration: 228/262 | Loss: 0.7609294652938843
Training Epoch: 2 | iteration: 229/262 | Loss: 0.688373863697052
Training Epoch: 2 | iteration: 230/262 | Loss: 0.7071034908294678
Training Epoch: 2 | iteration: 231/262 | Loss: 0.8216213583946228
Training Epoch: 2 | iteration: 232/262 | Loss: 0.8200244903564453
Training Epoch: 2 | iteration: 233/262 | Loss: 0.800355076789856
Training Epoch: 2 | iteration: 234/262 | Loss: 0.7151282429695129
Training Epoch: 2 | iteration: 235/262 | Loss: 0.793671727180481
Training Epoch: 2 | iteration: 236/262 | Loss: 0.6849386096000671
Training Epoch: 2 | iteration: 237/262 | Loss: 0.7285498976707458
Training Epoch: 2 | iteration: 238/262 | Loss: 0.7651638984680176
Training Epoch: 2 | iteration: 239/262 | Loss: 0.7178056240081787
Training Epoch: 2 | iteration: 240/262 | Loss: 0.7636576890945435
Training Epoch: 2 | iteration: 241/262 | Loss: 0.7763023376464844
Training Epoch: 2 | iteration: 242/262 | Loss: 0.6815630793571472
Training Epoch: 2 | iteration: 243/262 | Loss: 0.6954696178436279
Training Epoch: 2 | iteration: 244/262 | Loss: 0.7925081253051758
Training Epoch: 2 | iteration: 245/262 | Loss: 0.7898279428482056
Training Epoch: 2 | iteration: 246/262 | Loss: 0.6722675561904907
Training Epoch: 2 | iteration: 247/262 | Loss: 0.6975024938583374
Training Epoch: 2 | iteration: 248/262 | Loss: 0.8461465835571289
Training Epoch: 2 | iteration: 249/262 | Loss: 0.7111674547195435
Training Epoch: 2 | iteration: 250/262 | Loss: 0.7471402883529663
Training Epoch: 2 | iteration: 251/262 | Loss: 0.7123475670814514
Training Epoch: 2 | iteration: 252/262 | Loss: 0.738395094871521
Training Epoch: 2 | iteration: 253/262 | Loss: 0.6644777655601501
Training Epoch: 2 | iteration: 254/262 | Loss: 0.8064166903495789
Training Epoch: 2 | iteration: 255/262 | Loss: 0.7339807152748108
Training Epoch: 2 | iteration: 256/262 | Loss: 0.7764467000961304
Training Epoch: 2 | iteration: 257/262 | Loss: 0.7287132143974304
Training Epoch: 2 | iteration: 258/262 | Loss: 0.8001562356948853
Training Epoch: 2 | iteration: 259/262 | Loss: 0.7811496257781982
Training Epoch: 2 | iteration: 260/262 | Loss: 0.8440288305282593
Training Epoch: 2 | iteration: 261/262 | Loss: 0.6976091861724854
Validating Epoch: 2 | iteration: 0/66 | Loss: 0.6399878859519958
Validating Epoch: 2 | iteration: 1/66 | Loss: 0.714121401309967
Validating Epoch: 2 | iteration: 2/66 | Loss: 0.7463569045066833
Validating Epoch: 2 | iteration: 3/66 | Loss: 0.7637661695480347
Validating Epoch: 2 | iteration: 4/66 | Loss: 0.6661192178726196
Validating Epoch: 2 | iteration: 5/66 | Loss: 0.6542861461639404
Validating Epoch: 2 | iteration: 6/66 | Loss: 0.7138329744338989
Validating Epoch: 2 | iteration: 7/66 | Loss: 0.7284179925918579
Validating Epoch: 2 | iteration: 8/66 | Loss: 0.7455551624298096
Validating Epoch: 2 | iteration: 9/66 | Loss: 0.7297003865242004
Validating Epoch: 2 | iteration: 10/66 | Loss: 0.6682159900665283
Validating Epoch: 2 | iteration: 11/66 | Loss: 0.7249748706817627
Validating Epoch: 2 | iteration: 12/66 | Loss: 0.7356846332550049
Validating Epoch: 2 | iteration: 13/66 | Loss: 0.6620804071426392
Validating Epoch: 2 | iteration: 14/66 | Loss: 0.7680152654647827
Validating Epoch: 2 | iteration: 15/66 | Loss: 0.6451432108879089
Validating Epoch: 2 | iteration: 16/66 | Loss: 0.7098687887191772
Validating Epoch: 2 | iteration: 17/66 | Loss: 0.6784700751304626
Validating Epoch: 2 | iteration: 18/66 | Loss: 0.7255967855453491
Validating Epoch: 2 | iteration: 19/66 | Loss: 0.6455427408218384
Validating Epoch: 2 | iteration: 20/66 | Loss: 0.6718044281005859
Validating Epoch: 2 | iteration: 21/66 | Loss: 0.6050167679786682
Validating Epoch: 2 | iteration: 22/66 | Loss: 0.7427465319633484
Validating Epoch: 2 | iteration: 23/66 | Loss: 0.6699207425117493
Validating Epoch: 2 | iteration: 24/66 | Loss: 0.7349907159805298
Validating Epoch: 2 | iteration: 25/66 | Loss: 0.7131537795066833
Validating Epoch: 2 | iteration: 26/66 | Loss: 0.6863162517547607
Validating Epoch: 2 | iteration: 27/66 | Loss: 0.7735053896903992
Validating Epoch: 2 | iteration: 28/66 | Loss: 0.6845222115516663
Validating Epoch: 2 | iteration: 29/66 | Loss: 0.6423273682594299
Validating Epoch: 2 | iteration: 30/66 | Loss: 0.7259049415588379
Validating Epoch: 2 | iteration: 31/66 | Loss: 0.6817359328269958
Validating Epoch: 2 | iteration: 32/66 | Loss: 0.7332750558853149
Validating Epoch: 2 | iteration: 33/66 | Loss: 0.7141982316970825
Validating Epoch: 2 | iteration: 34/66 | Loss: 0.6639365553855896
Validating Epoch: 2 | iteration: 35/66 | Loss: 0.7117812037467957
Validating Epoch: 2 | iteration: 36/66 | Loss: 0.6347856521606445
Validating Epoch: 2 | iteration: 37/66 | Loss: 0.7107924222946167
Validating Epoch: 2 | iteration: 38/66 | Loss: 0.6576172709465027
Validating Epoch: 2 | iteration: 39/66 | Loss: 0.7009543180465698
Validating Epoch: 2 | iteration: 40/66 | Loss: 0.7390229105949402
Validating Epoch: 2 | iteration: 41/66 | Loss: 0.6986433863639832
Validating Epoch: 2 | iteration: 42/66 | Loss: 0.7200688123703003
Validating Epoch: 2 | iteration: 43/66 | Loss: 0.6810834407806396
Validating Epoch: 2 | iteration: 44/66 | Loss: 0.7132430076599121
Validating Epoch: 2 | iteration: 45/66 | Loss: 0.6757791638374329
Validating Epoch: 2 | iteration: 46/66 | Loss: 0.6791999936103821
Validating Epoch: 2 | iteration: 47/66 | Loss: 0.7649374604225159
Validating Epoch: 2 | iteration: 48/66 | Loss: 0.7444093823432922
Validating Epoch: 2 | iteration: 49/66 | Loss: 0.7427091598510742
Validating Epoch: 2 | iteration: 50/66 | Loss: 0.7737615704536438
Validating Epoch: 2 | iteration: 51/66 | Loss: 0.7607752084732056
Validating Epoch: 2 | iteration: 52/66 | Loss: 0.7527904510498047
Validating Epoch: 2 | iteration: 53/66 | Loss: 0.6886986494064331
Validating Epoch: 2 | iteration: 54/66 | Loss: 0.7249280214309692
Validating Epoch: 2 | iteration: 55/66 | Loss: 0.7227920293807983
Validating Epoch: 2 | iteration: 56/66 | Loss: 0.7589749097824097
Validating Epoch: 2 | iteration: 57/66 | Loss: 0.6655229926109314
Validating Epoch: 2 | iteration: 58/66 | Loss: 0.7421672344207764
Validating Epoch: 2 | iteration: 59/66 | Loss: 0.7113655805587769
Validating Epoch: 2 | iteration: 60/66 | Loss: 0.6977165937423706
Validating Epoch: 2 | iteration: 61/66 | Loss: 0.7331647872924805
Validating Epoch: 2 | iteration: 62/66 | Loss: 0.6697108745574951
Validating Epoch: 2 | iteration: 63/66 | Loss: 0.7107093334197998
Validating Epoch: 2 | iteration: 64/66 | Loss: 0.7156554460525513
Validating Epoch: 2 | iteration: 65/66 | Loss: 0.8330450654029846
Temperature:  0.5
Sampling: iteration: 0/51
{'Validity': 0.9951171875, 'Novelty': 1.0, 'Uniqueness': 0.9970559371933267}
Training Epoch: 3 | iteration: 0/262 | Loss: 0.7188010215759277
Training Epoch: 3 | iteration: 1/262 | Loss: 0.7315064668655396
Training Epoch: 3 | iteration: 2/262 | Loss: 0.7445960640907288
Training Epoch: 3 | iteration: 3/262 | Loss: 0.713428258895874
Training Epoch: 3 | iteration: 4/262 | Loss: 0.6980644464492798
Training Epoch: 3 | iteration: 5/262 | Loss: 0.7043224573135376
Training Epoch: 3 | iteration: 6/262 | Loss: 0.7700150012969971
Training Epoch: 3 | iteration: 7/262 | Loss: 0.7435899376869202
Training Epoch: 3 | iteration: 8/262 | Loss: 0.7862175107002258
Training Epoch: 3 | iteration: 9/262 | Loss: 0.7383714318275452
Training Epoch: 3 | iteration: 10/262 | Loss: 0.7841541767120361
Training Epoch: 3 | iteration: 11/262 | Loss: 0.7227471470832825
Training Epoch: 3 | iteration: 12/262 | Loss: 0.7669551372528076
Training Epoch: 3 | iteration: 13/262 | Loss: 0.6027994155883789
Training Epoch: 3 | iteration: 14/262 | Loss: 0.7402387857437134
Training Epoch: 3 | iteration: 15/262 | Loss: 0.7378184199333191
Training Epoch: 3 | iteration: 16/262 | Loss: 0.6751851439476013
Training Epoch: 3 | iteration: 17/262 | Loss: 0.6616091728210449
Training Epoch: 3 | iteration: 18/262 | Loss: 0.6938036680221558
Training Epoch: 3 | iteration: 19/262 | Loss: 0.7095555663108826
Training Epoch: 3 | iteration: 20/262 | Loss: 0.6449719667434692
Training Epoch: 3 | iteration: 21/262 | Loss: 0.714598536491394
Training Epoch: 3 | iteration: 22/262 | Loss: 0.7111020684242249
Training Epoch: 3 | iteration: 23/262 | Loss: 0.7106494903564453
Training Epoch: 3 | iteration: 24/262 | Loss: 0.6418682336807251
Training Epoch: 3 | iteration: 25/262 | Loss: 0.6708170175552368
Training Epoch: 3 | iteration: 26/262 | Loss: 0.7586325407028198
Training Epoch: 3 | iteration: 27/262 | Loss: 0.707322359085083
Training Epoch: 3 | iteration: 28/262 | Loss: 0.6204588413238525
Training Epoch: 3 | iteration: 29/262 | Loss: 0.7268587350845337
Training Epoch: 3 | iteration: 30/262 | Loss: 0.7381076216697693
Training Epoch: 3 | iteration: 31/262 | Loss: 0.6966423988342285
Training Epoch: 3 | iteration: 32/262 | Loss: 0.8515568971633911
Training Epoch: 3 | iteration: 33/262 | Loss: 0.7195095419883728
Training Epoch: 3 | iteration: 34/262 | Loss: 0.7167233228683472
Training Epoch: 3 | iteration: 35/262 | Loss: 0.7244952917098999
Training Epoch: 3 | iteration: 36/262 | Loss: 0.6902671456336975
Training Epoch: 3 | iteration: 37/262 | Loss: 0.7882460355758667
Training Epoch: 3 | iteration: 38/262 | Loss: 0.7194629311561584
Training Epoch: 3 | iteration: 39/262 | Loss: 0.8758754730224609
Training Epoch: 3 | iteration: 40/262 | Loss: 0.7977664470672607
Training Epoch: 3 | iteration: 41/262 | Loss: 0.6992224454879761
Training Epoch: 3 | iteration: 42/262 | Loss: 0.7421518564224243
Training Epoch: 3 | iteration: 43/262 | Loss: 0.6805463433265686
Training Epoch: 3 | iteration: 44/262 | Loss: 0.7753555774688721
Training Epoch: 3 | iteration: 45/262 | Loss: 0.6917286515235901
Training Epoch: 3 | iteration: 46/262 | Loss: 0.697712779045105
Training Epoch: 3 | iteration: 47/262 | Loss: 0.7462031841278076
Training Epoch: 3 | iteration: 48/262 | Loss: 0.7585468292236328
Training Epoch: 3 | iteration: 49/262 | Loss: 0.7743841409683228
Training Epoch: 3 | iteration: 50/262 | Loss: 0.7838221192359924
Training Epoch: 3 | iteration: 51/262 | Loss: 0.7238032817840576
Training Epoch: 3 | iteration: 52/262 | Loss: 0.6469942927360535
Training Epoch: 3 | iteration: 53/262 | Loss: 0.7132605314254761
Training Epoch: 3 | iteration: 54/262 | Loss: 0.7666614651679993
Training Epoch: 3 | iteration: 55/262 | Loss: 0.7500596046447754
Training Epoch: 3 | iteration: 56/262 | Loss: 0.7512616515159607
Training Epoch: 3 | iteration: 57/262 | Loss: 0.6942302584648132
Training Epoch: 3 | iteration: 58/262 | Loss: 0.8326314687728882
Training Epoch: 3 | iteration: 59/262 | Loss: 0.735045850276947
Training Epoch: 3 | iteration: 60/262 | Loss: 0.6454272270202637
Training Epoch: 3 | iteration: 61/262 | Loss: 0.6180201768875122
Training Epoch: 3 | iteration: 62/262 | Loss: 0.693884015083313
Training Epoch: 3 | iteration: 63/262 | Loss: 0.6868200302124023
Training Epoch: 3 | iteration: 64/262 | Loss: 0.6917600631713867
Training Epoch: 3 | iteration: 65/262 | Loss: 0.6833905577659607
Training Epoch: 3 | iteration: 66/262 | Loss: 0.6666078567504883
Training Epoch: 3 | iteration: 67/262 | Loss: 0.6594291925430298
Training Epoch: 3 | iteration: 68/262 | Loss: 0.719235360622406
Training Epoch: 3 | iteration: 69/262 | Loss: 0.7471567392349243
Training Epoch: 3 | iteration: 70/262 | Loss: 0.697526216506958
Training Epoch: 3 | iteration: 71/262 | Loss: 0.7546762824058533
Training Epoch: 3 | iteration: 72/262 | Loss: 0.6936031579971313
Training Epoch: 3 | iteration: 73/262 | Loss: 0.7222427725791931
Training Epoch: 3 | iteration: 74/262 | Loss: 0.7164243459701538
Training Epoch: 3 | iteration: 75/262 | Loss: 0.6466916799545288
Training Epoch: 3 | iteration: 76/262 | Loss: 0.6725397706031799
Training Epoch: 3 | iteration: 77/262 | Loss: 0.7419233322143555
Training Epoch: 3 | iteration: 78/262 | Loss: 0.7192433476448059
Training Epoch: 3 | iteration: 79/262 | Loss: 0.6821966171264648
Training Epoch: 3 | iteration: 80/262 | Loss: 0.6498934030532837
Training Epoch: 3 | iteration: 81/262 | Loss: 0.7129197120666504
Training Epoch: 3 | iteration: 82/262 | Loss: 0.7262454032897949
Training Epoch: 3 | iteration: 83/262 | Loss: 0.7437596321105957
Training Epoch: 3 | iteration: 84/262 | Loss: 0.7330663204193115
Training Epoch: 3 | iteration: 85/262 | Loss: 0.6922234296798706
Training Epoch: 3 | iteration: 86/262 | Loss: 0.7828940153121948
Training Epoch: 3 | iteration: 87/262 | Loss: 0.7051314115524292
Training Epoch: 3 | iteration: 88/262 | Loss: 0.7241315841674805
Training Epoch: 3 | iteration: 89/262 | Loss: 0.7632964253425598
Training Epoch: 3 | iteration: 90/262 | Loss: 0.7556709051132202
Training Epoch: 3 | iteration: 91/262 | Loss: 0.6762840747833252
Training Epoch: 3 | iteration: 92/262 | Loss: 0.7479161024093628
Training Epoch: 3 | iteration: 93/262 | Loss: 0.6845513582229614
Training Epoch: 3 | iteration: 94/262 | Loss: 0.7099485993385315
Training Epoch: 3 | iteration: 95/262 | Loss: 0.7649803161621094
Training Epoch: 3 | iteration: 96/262 | Loss: 0.7094091176986694
Training Epoch: 3 | iteration: 97/262 | Loss: 0.7593373656272888
Training Epoch: 3 | iteration: 98/262 | Loss: 0.6954984068870544
Training Epoch: 3 | iteration: 99/262 | Loss: 0.7193748950958252
Training Epoch: 3 | iteration: 100/262 | Loss: 0.7408539056777954
Training Epoch: 3 | iteration: 101/262 | Loss: 0.7584141492843628
Training Epoch: 3 | iteration: 102/262 | Loss: 0.7431645393371582
Training Epoch: 3 | iteration: 103/262 | Loss: 0.7544155120849609
Training Epoch: 3 | iteration: 104/262 | Loss: 0.9109898209571838
Training Epoch: 3 | iteration: 105/262 | Loss: 0.7486445903778076
Training Epoch: 3 | iteration: 106/262 | Loss: 0.6999979019165039
Training Epoch: 3 | iteration: 107/262 | Loss: 0.7655150294303894
Training Epoch: 3 | iteration: 108/262 | Loss: 0.7537659406661987
Training Epoch: 3 | iteration: 109/262 | Loss: 0.8172566890716553
Training Epoch: 3 | iteration: 110/262 | Loss: 0.7399533987045288
Training Epoch: 3 | iteration: 111/262 | Loss: 0.6924903988838196
Training Epoch: 3 | iteration: 112/262 | Loss: 0.7456828355789185
Training Epoch: 3 | iteration: 113/262 | Loss: 0.791195809841156
Training Epoch: 3 | iteration: 114/262 | Loss: 0.7634280323982239
Training Epoch: 3 | iteration: 115/262 | Loss: 0.7962554097175598
Training Epoch: 3 | iteration: 116/262 | Loss: 0.739067018032074
Training Epoch: 3 | iteration: 117/262 | Loss: 0.7447234392166138
Training Epoch: 3 | iteration: 118/262 | Loss: 0.7141934037208557
Training Epoch: 3 | iteration: 119/262 | Loss: 0.6870797872543335
Training Epoch: 3 | iteration: 120/262 | Loss: 0.802546501159668
Training Epoch: 3 | iteration: 121/262 | Loss: 0.7608673572540283
Training Epoch: 3 | iteration: 122/262 | Loss: 0.7182806134223938
Training Epoch: 3 | iteration: 123/262 | Loss: 0.7972650527954102
Training Epoch: 3 | iteration: 124/262 | Loss: 0.6873620748519897
Training Epoch: 3 | iteration: 125/262 | Loss: 0.7868454456329346
Training Epoch: 3 | iteration: 126/262 | Loss: 0.7119845151901245
Training Epoch: 3 | iteration: 127/262 | Loss: 0.652824878692627
Training Epoch: 3 | iteration: 128/262 | Loss: 0.649041473865509
Training Epoch: 3 | iteration: 129/262 | Loss: 0.7309389114379883
Training Epoch: 3 | iteration: 130/262 | Loss: 0.7771661281585693
Training Epoch: 3 | iteration: 131/262 | Loss: 0.7113921046257019
Training Epoch: 3 | iteration: 132/262 | Loss: 0.7166489362716675
Training Epoch: 3 | iteration: 133/262 | Loss: 0.7039529085159302
Training Epoch: 3 | iteration: 134/262 | Loss: 0.6778501272201538
Training Epoch: 3 | iteration: 135/262 | Loss: 0.7218805551528931
Training Epoch: 3 | iteration: 136/262 | Loss: 0.7024080753326416
Training Epoch: 3 | iteration: 137/262 | Loss: 0.6378118991851807
Training Epoch: 3 | iteration: 138/262 | Loss: 0.7299667596817017
Training Epoch: 3 | iteration: 139/262 | Loss: 0.7753835916519165
Training Epoch: 3 | iteration: 140/262 | Loss: 0.7243362069129944
