Starting ...
cuda
Model properties:  ['affinity']
Preference properties:  ['affinity']
Building Vocab
{'batch_size': 128, 'd_model': 512, 'n_heads': 8, 'n_layers': 6, 'hidden_units': 512, 'lr': 1e-05, 'epochs': 265, 'properties': ['affinity', 'logps', 'qeds', 'sas', 'tpsas'], 'model_properties': ['affinity'], 'run_name': 'LCK_DOCKSTRING_FAST_ACTUAL_affinity'}
length of preference data : 41795
Sample preference_data[0]: ['O1C(C(=O)N2CCN(CC2)C3=CC=C(N(=O)=O)C=C3)=C(C=4C1=CC=CC4)C', array([0.47959185, 0.53255087, 0.54797947, 0.15855041, 0.16055913]), [np.str_('O1C(=NC2=C(C1=O)C=CC=C2)C3=C(C(=O)NCCC4=CC=CC=C4)C=CC(OC)=C3'), np.float64(0.9873459430403937), array([0.52040816, 0.54211667, 0.55725834, 0.15815913, 0.16377715])], [np.str_('O1C(=NC2=C(C1=O)C=CC=C2)C3=CC(OC(=O)C=4C=CC=CC4)=C(OC)C=C3'), np.float64(0.9574398041990725), array([0.43877551, 0.55263869, 0.41284505, 0.14420153, 0.15814562])]]
LCK_DOCKSTRING_FAST_ACTUAL_affinity
len(target_smiles): 41800
len(data): 41800
LCK_DOCKSTRING_FAST_ACTUAL_affinity
Loading affinity-only preference data from: ../checkpoints/LCK_DOCKSTRING_FAST_ACTUAL_affinity_logps_qeds_sas_tpsas/PreferenceData_affinity.pkl
dataset built
cuda
True
2.7.1+cu118
No of GPUs available 4
No of GPUs available 4
{'batch_size': 128, 'd_model': 512, 'n_heads': 8, 'n_layers': 6, 'hidden_units': 512, 'lr': 1e-05, 'epochs': 10, 'model_properties': ['affinity'], 'preference_properties': ['affinity'], 'ipo': False, 'run_name': 'DPO_Finetuning_BETA_0.11_epochs_10_LCK_DOCKSTRING_FAST_ACTUAL_affinity_DPO_pref_affinity', 'beta': 0.11}
Temperature:  0.5
Sampling: iteration: 0/51
{'Validity': 0.9970703125, 'Novelty': 1.0, 'Uniqueness': 0.9853085210577864}
Training Epoch: 0 | iteration: 0/262 | Loss: 0.7237588763237
Training Epoch: 2 | iteration: 192/262 | Loss: 0.7061625719070435
Training Epoch: 2 | iteration: 193/262 | Loss: 0.6231580972671509
Training Epoch: 2 | iteration: 194/262 | Loss: 0.6215829253196716
Training Epoch: 2 | iteration: 195/262 | Loss: 0.6363047957420349
Training Epoch: 2 | iteration: 196/262 | Loss: 0.613353431224823
Training Epoch: 2 | iteration: 197/262 | Loss: 0.5924503207206726
Training Epoch: 2 | iteration: 198/262 | Loss: 0.6833811402320862
Training Epoch: 2 | iteration: 199/262 | Loss: 0.6454505920410156
Training Epoch: 2 | iteration: 200/262 | Loss: 0.6630173325538635
Training Epoch: 2 | iteration: 201/262 | Loss: 0.6262130737304688
Training Epoch: 2 | iteration: 202/262 | Loss: 0.666222095489502
Training Epoch: 2 | iteration: 203/262 | Loss: 0.659806489944458
Training Epoch: 2 | iteration: 204/262 | Loss: 0.5975986123085022
Training Epoch: 2 | iteration: 205/262 | Loss: 0.7049078941345215
Training Epoch: 2 | iteration: 206/262 | Loss: 0.6162879467010498
Training Epoch: 2 | iteration: 207/262 | Loss: 0.6288984417915344
Training Epoch: 2 | iteration: 208/262 | Loss: 0.6349084377288818
Training Epoch: 2 | iteration: 209/262 | Loss: 0.6440702676773071
Training Epoch: 2 | iteration: 210/262 | Loss: 0.5842515230178833
Training Epoch: 2 | iteration: 211/262 | Loss: 0.7010773420333862
Training Epoch: 2 | iteration: 212/262 | Loss: 0.6587048768997192
Training Epoch: 2 | iteration: 213/262 | Loss: 0.6231212615966797
Training Epoch: 2 | iteration: 214/262 | Loss: 0.6608240604400635
Training Epoch: 2 | iteration: 215/262 | Loss: 0.6481772661209106
Training Epoch: 2 | iteration: 216/262 | Loss: 0.6000642776489258
Training Epoch: 2 | iteration: 217/262 | Loss: 0.708911120891571
Training Epoch: 2 | iteration: 218/262 | Loss: 0.6168352365493774
Training Epoch: 2 | iteration: 219/262 | Loss: 0.6740741729736328
Training Epoch: 2 | iteration: 220/262 | Loss: 0.639360785484314
Training Epoch: 2 | iteration: 221/262 | Loss: 0.6614454388618469
Training Epoch: 2 | iteration: 222/262 | Loss: 0.6538511514663696
Training Epoch: 2 | iteration: 223/262 | Loss: 0.6614488363265991
Training Epoch: 2 | iteration: 224/262 | Loss: 0.6459699869155884
Training Epoch: 2 | iteration: 225/262 | Loss: 0.6529026031494141
Training Epoch: 2 | iteration: 226/262 | Loss: 0.6270136833190918
Training Epoch: 2 | iteration: 227/262 | Loss: 0.6625206470489502
Training Epoch: 2 | iteration: 228/262 | Loss: 0.6892952919006348
Training Epoch: 2 | iteration: 229/262 | Loss: 0.6726434826850891
Training Epoch: 2 | iteration: 230/262 | Loss: 0.6588329076766968
Training Epoch: 2 | iteration: 231/262 | Loss: 0.6193902492523193
Training Epoch: 2 | iteration: 232/262 | Loss: 0.7320209741592407
Training Epoch: 2 | iteration: 233/262 | Loss: 0.6577721834182739
Training Epoch: 2 | iteration: 234/262 | Loss: 0.6409205198287964
Training Epoch: 2 | iteration: 235/262 | Loss: 0.614424467086792
Training Epoch: 2 | iteration: 236/262 | Loss: 0.6314401030540466
Training Epoch: 2 | iteration: 237/262 | Loss: 0.6704481840133667
Training Epoch: 2 | iteration: 238/262 | Loss: 0.6876718401908875
Training Epoch: 2 | iteration: 239/262 | Loss: 0.6268497705459595
Training Epoch: 2 | iteration: 240/262 | Loss: 0.6257201433181763
Training Epoch: 2 | iteration: 241/262 | Loss: 0.6212310194969177
Training Epoch: 2 | iteration: 242/262 | Loss: 0.6816312074661255
Training Epoch: 2 | iteration: 243/262 | Loss: 0.6808801889419556
Training Epoch: 2 | iteration: 244/262 | Loss: 0.6397400498390198
Training Epoch: 2 | iteration: 245/262 | Loss: 0.672437310218811
Training Epoch: 2 | iteration: 246/262 | Loss: 0.6706041097640991
Training Epoch: 2 | iteration: 247/262 | Loss: 0.6365579962730408
Training Epoch: 2 | iteration: 248/262 | Loss: 0.639098584651947
Training Epoch: 2 | iteration: 249/262 | Loss: 0.6805051565170288
Training Epoch: 2 | iteration: 250/262 | Loss: 0.600813627243042
Training Epoch: 2 | iteration: 251/262 | Loss: 0.7193694114685059
Training Epoch: 2 | iteration: 252/262 | Loss: 0.6577566862106323
Training Epoch: 2 | iteration: 253/262 | Loss: 0.6154653429985046
Training Epoch: 2 | iteration: 254/262 | Loss: 0.6413679122924805
Training Epoch: 2 | iteration: 255/262 | Loss: 0.6235935091972351
Training Epoch: 2 | iteration: 256/262 | Loss: 0.6448889970779419
Training Epoch: 2 | iteration: 257/262 | Loss: 0.6248341798782349
Training Epoch: 2 | iteration: 258/262 | Loss: 0.6107765436172485
Training Epoch: 2 | iteration: 259/262 | Loss: 0.656913697719574
Training Epoch: 2 | iteration: 260/262 | Loss: 0.6955780982971191
Training Epoch: 2 | iteration: 261/262 | Loss: 0.6694013476371765
Validating Epoch: 2 | iteration: 0/66 | Loss: 0.6007486581802368
Validating Epoch: 2 | iteration: 1/66 | Loss: 0.6096721887588501
Validating Epoch: 2 | iteration: 2/66 | Loss: 0.6576366424560547
Validating Epoch: 2 | iteration: 3/66 | Loss: 0.6384122371673584
Validating Epoch: 2 | iteration: 4/66 | Loss: 0.6104966998100281
Validating Epoch: 2 | iteration: 5/66 | Loss: 0.5669274926185608
Validating Epoch: 2 | iteration: 6/66 | Loss: 0.5965802073478699
Validating Epoch: 2 | iteration: 7/66 | Loss: 0.6258671283721924
Validating Epoch: 2 | iteration: 8/66 | Loss: 0.5727599859237671
Validating Epoch: 2 | iteration: 9/66 | Loss: 0.6039329767227173
Validating Epoch: 2 | iteration: 10/66 | Loss: 0.6090977191925049
Validating Epoch: 2 | iteration: 11/66 | Loss: 0.5507741570472717
Validating Epoch: 2 | iteration: 12/66 | Loss: 0.5994763970375061
Validating Epoch: 2 | iteration: 13/66 | Loss: 0.5776143074035645
Validating Epoch: 2 | iteration: 14/66 | Loss: 0.6011968851089478
Validating Epoch: 2 | iteration: 15/66 | Loss: 0.5888634920120239
Validating Epoch: 2 | iteration: 16/66 | Loss: 0.5925899744033813
Validating Epoch: 2 | iteration: 17/66 | Loss: 0.5979076623916626
Validating Epoch: 2 | iteration: 18/66 | Loss: 0.5982635617256165
Validating Epoch: 2 | iteration: 19/66 | Loss: 0.6341860294342041
Validating Epoch: 2 | iteration: 20/66 | Loss: 0.6393415331840515
Validating Epoch: 2 | iteration: 21/66 | Loss: 0.644883930683136
Validating Epoch: 2 | iteration: 22/66 | Loss: 0.6046991348266602
Validating Epoch: 2 | iteration: 23/66 | Loss: 0.615276038646698
Validating Epoch: 2 | iteration: 24/66 | Loss: 0.5964109897613525
Validating Epoch: 2 | iteration: 25/66 | Loss: 0.5970454812049866
Validating Epoch: 2 | iteration: 26/66 | Loss: 0.5889752507209778
Validating Epoch: 2 | iteration: 27/66 | Loss: 0.6049889922142029
Validating Epoch: 2 | iteration: 28/66 | Loss: 0.5963892936706543
Validating Epoch: 2 | iteration: 29/66 | Loss: 0.6368058323860168
Validating Epoch: 2 | iteration: 30/66 | Loss: 0.6153925657272339
Validating Epoch: 2 | iteration: 31/66 | Loss: 0.6163928508758545
Validating Epoch: 2 | iteration: 32/66 | Loss: 0.67188560962677
Validating Epoch: 2 | iteration: 33/66 | Loss: 0.5810495018959045
Validating Epoch: 2 | iteration: 34/66 | Loss: 0.6054195761680603
Validating Epoch: 2 | iteration: 35/66 | Loss: 0.6072708368301392
Validating Epoch: 2 | iteration: 36/66 | Loss: 0.5973114967346191
Validating Epoch: 2 | iteration: 37/66 | Loss: 0.6285194158554077
Validating Epoch: 2 | iteration: 38/66 | Loss: 0.6240280866622925
Validating Epoch: 2 | iteration: 39/66 | Loss: 0.6254838705062866
Validating Epoch: 2 | iteration: 40/66 | Loss: 0.6120511293411255
Validating Epoch: 2 | iteration: 41/66 | Loss: 0.6162489652633667
Validating Epoch: 2 | iteration: 42/66 | Loss: 0.6234472990036011
Validating Epoch: 2 | iteration: 43/66 | Loss: 0.6219582557678223
Validating Epoch: 2 | iteration: 44/66 | Loss: 0.5943058729171753
Validating Epoch: 2 | iteration: 45/66 | Loss: 0.6491349935531616
Validating Epoch: 2 | iteration: 46/66 | Loss: 0.5778564214706421
Validating Epoch: 2 | iteration: 47/66 | Loss: 0.5919974446296692
Validating Epoch: 2 | iteration: 48/66 | Loss: 0.6304395794868469
Validating Epoch: 2 | iteration: 49/66 | Loss: 0.6414434909820557
Validating Epoch: 2 | iteration: 50/66 | Loss: 0.6176754236221313
Validating Epoch: 2 | iteration: 51/66 | Loss: 0.6147600412368774
Validating Epoch: 2 | iteration: 52/66 | Loss: 0.6190235018730164
Validating Epoch: 2 | iteration: 53/66 | Loss: 0.5767968893051147
Validating Epoch: 2 | iteration: 54/66 | Loss: 0.6295271515846252
Validating Epoch: 2 | iteration: 55/66 | Loss: 0.5786275267601013
Validating Epoch: 2 | iteration: 56/66 | Loss: 0.5942021012306213
Validating Epoch: 2 | iteration: 57/66 | Loss: 0.6205273866653442
Validating Epoch: 2 | iteration: 58/66 | Loss: 0.5996803641319275
Validating Epoch: 2 | iteration: 59/66 | Loss: 0.6371779441833496
Validating Epoch: 2 | iteration: 60/66 | Loss: 0.6220372915267944
Validating Epoch: 2 | iteration: 61/66 | Loss: 0.5993790030479431
Validating Epoch: 2 | iteration: 62/66 | Loss: 0.6274877786636353
Validating Epoch: 2 | iteration: 63/66 | Loss: 0.598149836063385
Validating Epoch: 2 | iteration: 64/66 | Loss: 0.5763925909996033
Validating Epoch: 2 | iteration: 65/66 | Loss: 0.5900259017944336
Temperature:  0.5
Sampling: iteration: 0/51
{'Validity': 0.9833984375, 'Novelty': 1.0, 'Uniqueness': 0.9523336643495531}
Training Epoch: 3 | iteration: 0/262 | Loss: 0.606187105178833
Training Epoch: 3 | iteration: 1/262 | Loss: 0.6152325868606567
Training Epoch: 3 | iteration: 2/262 | Loss: 0.6339763402938843
Training Epoch: 3 | iteration: 3/262 | Loss: 0.6717087030410767
Training Epoch: 3 | iteration: 4/262 | Loss: 0.5991742610931396
Training Epoch: 3 | iteration: 5/262 | Loss: 0.6172950267791748
Training Epoch: 3 | iteration: 6/262 | Loss: 0.643149733543396
Training Epoch: 3 | iteration: 7/262 | Loss: 0.5893489122390747
Training Epoch: 3 | iteration: 8/262 | Loss: 0.6206014156341553
Training Epoch: 3 | iteration: 9/262 | Loss: 0.6373443603515625
Training Epoch: 3 | iteration: 10/262 | Loss: 0.7005623579025269
Training Epoch: 3 | iteration: 11/262 | Loss: 0.6455363035202026
Training Epoch: 3 | iteration: 12/262 | Loss: 0.6168040037155151
Training Epoch: 3 | iteration: 13/262 | Loss: 0.6548733115196228
Training Epoch: 3 | iteration: 14/262 | Loss: 0.6361311674118042
Training Epoch: 3 | iteration: 15/262 | Loss: 0.6405089497566223
Training Epoch: 3 | iteration: 16/262 | Loss: 0.6250840425491333
Training Epoch: 3 | iteration: 17/262 | Loss: 0.6430633068084717
Training Epoch: 3 | iteration: 18/262 | Loss: 0.6467242240905762
Training Epoch: 3 | iteration: 19/262 | Loss: 0.6167538166046143
Training Epoch: 3 | iteration: 20/262 | Loss: 0.6352096796035767
Training Epoch: 3 | iteration: 21/262 | Loss: 0.6430608034133911
Training Epoch: 3 | iteration: 22/262 | Loss: 0.6040937304496765
Training Epoch: 3 | iteration: 23/262 | Loss: 0.5829765200614929
Training Epoch: 3 | iteration: 24/262 | Loss: 0.6176958084106445
Training Epoch: 3 | iteration: 25/262 | Loss: 0.6637686491012573
Training Epoch: 3 | iteration: 26/262 | Loss: 0.6412550806999207
Training Epoch: 3 | iteration: 27/262 | Loss: 0.6340672373771667
Training Epoch: 3 | iteration: 28/262 | Loss: 0.6235237121582031
Training Epoch: 3 | iteration: 29/262 | Loss: 0.5786749720573425
Training Epoch: 3 | iteration: 30/262 | Loss: 0.6772593259811401
Training Epoch: 3 | iteration: 31/262 | Loss: 0.6425226926803589
Training Epoch: 3 | iteration: 32/262 | Loss: 0.5814492106437683
Training Epoch: 3 | iteration: 33/262 | Loss: 0.6141860485076904
Training Epoch: 3 | iteration: 34/262 | Loss: 0.6189395189285278
Training Epoch: 3 | iteration: 35/262 | Loss: 0.6297885179519653
Training Epoch: 3 | iteration: 36/262 | Loss: 0.6475480198860168
Training Epoch: 3 | iteration: 37/262 | Loss: 0.6051819324493408
Training Epoch: 3 | iteration: 38/262 | Loss: 0.6465474367141724
Training Epoch: 3 | iteration: 39/262 | Loss: 0.6508954167366028
Training Epoch: 3 | iteration: 40/262 | Loss: 0.5915395021438599
Training Epoch: 3 | iteration: 41/262 | Loss: 0.6396547555923462
Training Epoch: 3 | iteration: 42/262 | Loss: 0.6217858791351318
Training Epoch: 3 | iteration: 43/262 | Loss: 0.5833959579467773
Training Epoch: 3 | iteration: 44/262 | Loss: 0.5834026336669922
Training Epoch: 3 | iteration: 45/262 | Loss: 0.6426487565040588
Training Epoch: 3 | iteration: 46/262 | Loss: 0.6260266304016113
Training Epoch: 3 | iteration: 47/262 | Loss: 0.5969806909561157
Training Epoch: 3 | iteration: 48/262 | Loss: 0.6365270018577576
Training Epoch: 3 | iteration: 49/262 | Loss: 0.6767386198043823
Training Epoch: 3 | iteration: 50/262 | Loss: 0.6671050190925598
Training Epoch: 3 | iteration: 51/262 | Loss: 0.6293233633041382
Training Epoch: 3 | iteration: 52/262 | Loss: 0.5923916697502136
Training Epoch: 3 | iteration: 53/262 | Loss: 0.6502677202224731
Training Epoch: 3 | iteration: 54/262 | Loss: 0.6061082482337952
Training Epoch: 3 | iteration: 55/262 | Loss: 0.5853890180587769
Training Epoch: 3 | iteration: 56/262 | Loss: 0.6532745957374573
Training Epoch: 3 | iteration: 57/262 | Loss: 0.6315269470214844
Training Epoch: 3 | iteration: 58/262 | Loss: 0.5898300409317017
Training Epoch: 3 | iteration: 59/262 | Loss: 0.5954512357711792
Training Epoch: 3 | iteration: 60/262 | Loss: 0.6372904777526855
Training Epoch: 3 | iteration: 61/262 | Loss: 0.6970279216766357
Training Epoch: 3 | iteration: 62/262 | Loss: 0.6042606830596924
Training Epoch: 3 | iteration: 63/262 | Loss: 0.6054872274398804
Training Epoch: 3 | iteration: 64/262 | Loss: 0.5968238115310669
Training Epoch: 3 | iteration: 65/262 | Loss: 0.6582127213478088
Training Epoch: 3 | iteration: 66/262 | Loss: 0.6096728444099426
Training Epoch: 3 | iteration: 67/262 | Loss: 0.6105348467826843
Training Epoch: 3 | iteration: 68/262 | Loss: 0.6066479682922363
Training Epoch: 3 | iteration: 69/262 | Loss: 0.5996642708778381
Training Epoch: 3 | iteration: 70/262 | Loss: 0.6405360698699951
Training Epoch: 3 | iteration: 71/262 | Loss: 0.6092444658279419
Training Epoch: 3 | iteration: 72/262 | Loss: 0.6594656109809875
Training Epoch: 3 | iteration: 73/262 | Loss: 0.6465458273887634
Training Epoch: 3 | iteration: 74/262 | Loss: 0.6354459524154663
Training Epoch: 3 | iteration: 75/262 | Loss: 0.6244449615478516
Training Epoch: 3 | iteration: 76/262 | Loss: 0.6361868381500244
Training Epoch: 3 | iteration: 77/262 | Loss: 0.6285990476608276
Training Epoch: 3 | iteration: 78/262 | Loss: 0.6784149408340454
Training Epoch: 3 | iteration: 79/262 | Loss: 0.6361412405967712
Training Epoch: 3 | iteration: 80/262 | Loss: 0.6233545541763306
Training Epoch: 3 | iteration: 81/262 | Loss: 0.6493171453475952
Training Epoch: 3 | iteration: 82/262 | Loss: 0.6260736584663391
Training Epoch: 3 | iteration: 83/262 | Loss: 0.5783213973045349
Training Epoch: 3 | iteration: 84/262 | Loss: 0.6702710390090942
Training Epoch: 3 | iteration: 85/262 | Loss: 0.6608138084411621
Training Epoch: 3 | iteration: 86/262 | Loss: 0.6326353549957275
Training Epoch: 3 | iteration: 87/262 | Loss: 0.6216595768928528
Training Epoch: 3 | iteration: 88/262 | Loss: 0.7005207538604736
Training Epoch: 3 | iteration: 89/262 | Loss: 0.6059709191322327
Training Epoch: 3 | iteration: 90/262 | Loss: 0.6341792941093445
Training Epoch: 3 | iteration: 91/262 | Loss: 0.6856489181518555
Training Epoch: 3 | iteration: 92/262 | Loss: 0.6155811548233032
Training Epoch: 3 | iteration: 93/262 | Loss: 0.6106406450271606
Training Epoch: 3 | iteration: 94/262 | Loss: 0.597913384437561
Training Epoch: 3 | iteration: 95/262 | Loss: 0.5904430150985718
Training Epoch: 3 | iteration: 96/262 | Loss: 0.6084092855453491
Training Epoch: 3 | iteration: 97/262 | Loss: 0.6894199848175049
Training Epoch: 3 | iteration: 98/262 | Loss: 0.6305283308029175
Training Epoch: 3 | iteration: 99/262 | Loss: 0.5923047065734863
Training Epoch: 3 | iteration: 100/262 | Loss: 0.6038652062416077
Training Epoch: 3 | iteration: 101/262 | Loss: 0.6618525385856628
Training Epoch: 3 | iteration: 102/262 | Loss: 0.664823055267334
Training Epoch: 3 | iteration: 103/262 | Loss: 0.6159912347793579
Training Epoch: 3 | iteration: 104/262 | Loss: 0.6652822494506836
Training Epoch: 3 | iteration: 105/262 | Loss: 0.6207016706466675
Training Epoch: 3 | iteration: 106/262 | Loss: 0.6405607461929321
Training Epoch: 3 | iteration: 107/262 | Loss: 0.6312030553817749
Training Epoch: 3 | iteration: 108/262 | Loss: 0.582451343536377
Training Epoch: 3 | iteration: 109/262 | Loss: 0.623524010181427
Training Epoch: 3 | iteration: 110/262 | Loss: 0.6163235902786255
Training Epoch: 3 | iteration: 111/262 | Loss: 0.6744004487991333
Training Epoch: 3 | iteration: 112/262 | Loss: 0.6211204528808594
Training Epoch: 3 | iteration: 113/262 | Loss: 0.5982515215873718
Training Epoch: 3 | iteration: 114/262 | Loss: 0.6142376065254211
Training Epoch: 3 | iteration: 115/262 | Loss: 0.6582799553871155
Training Epoch: 3 | iteration: 116/262 | Loss: 0.6193892955780029
Training Epoch: 3 | iteration: 117/262 | Loss: 0.607500433921814
Training Epoch: 3 | iteration: 118/262 | Loss: 0.5631547570228577
Training Epoch: 3 | iteration: 119/262 | Loss: 0.6447752118110657
Training Epoch: 3 | iteration: 120/262 | Loss: 0.6429451704025269
Training Epoch: 3 | iteration: 121/262 | Loss: 0.6326579451560974
Training Epoch: 3 | iteration: 122/262 | Loss: 0.628463864326477
Training Epoch: 3 | iteration: 123/262 | Loss: 0.683388352394104
Training Epoch: 3 | iteration: 124/262 | Loss: 0.6300176382064819
Training Epoch: 3 | iteration: 125/262 | Loss: 0.6189285516738892
Training Epoch: 3 | iteration: 126/262 | Loss: 0.5731263160705566
Training Epoch: 3 | iteration: 127/262 | Loss: 0.6793970465660095
Training Epoch: 3 | iteration: 128/262 | Loss: 0.6309358477592468
Training Epoch: 3 | iteration: 129/262 | Loss: 0.6008647680282593
Training Epoch: 3 | iteration: 130/262 | Loss: 0.5660868883132935
Training Epoch: 3 | iteration: 131/262 | Loss: 0.6260369420051575
Training Epoch: 3 | iteration: 132/262 | Loss: 0.6093432903289795
Training Epoch: 3 | iteration: 133/262 | Loss: 0.6838808059692383
Training Epoch: 3 | iteration: 134/262 | Loss: 0.6438668966293335
Training Epoch: 3 | iteration: 135/262 | Loss: 0.5981357097625732
Training Epoch: 3 | iteration: 136/262 | Loss: 0.60175621509552
Training Epoch: 3 | iteration: 137/262 | Loss: 0.5972080230712891
Training Epoch: 3 | iteration: 138/262 | Loss: 0.6250341534614563
Training Epoch: 3 | iteration: 139/262 | Loss: 0.6540908813476562
Training Epoch: 3 | iteration: 140/262 | Loss: 0.5936636924743652
Training Epoch: 3 | iteration: 141/262 | Loss: 0.6115372776985168
Training Epoch: 3 | iteration: 142/262 | Loss: 0.672694206237793
Training Epoch: 3 | iteration: 143/262 | Loss: 0.5803333520889282
Training Epoch: 3 | iteration: 144/262 | Loss: 0.6374714374542236
Training Epoch: 3 | iteration: 145/262 | Loss: 0.6275936365127563
Training Epoch: 3 | iteration: 146/262 | Loss: 0.6458024978637695
Training Epoch: 3 | iteration: 147/262 | Loss: 0.6645894050598145
Training Epoch: 3 | iteration: 148/262 | Loss: 0.6680703163146973
Training Epoch: 3 | iteration: 149/262 | Loss: 0.6418694257736206
Training Epoch: 3 | iteration: 150/262 | Loss: 0.5844412446022034
Training Epoch: 3 | iteration: 151/262 | Loss: 0.6429444551467896
Training Epoch: 3 | iteration: 152/262 | Loss: 0.6547278165817261
Training Epoch: 3 | iteration: 153/262 | Loss: 0.6833474636077881
Training Epoch: 3 | iteration: 154/262 | Loss: 0.6487319469451904
Training Epoch: 3 | iteration: 155/262 | Loss: 0.6130362749099731
Training Epoch: 3 | iteration: 156/262 | Loss: 0.5993184447288513
Training Epoch: 3 | iteration: 157/262 | Loss: 0.6835613250732422
Training Epoch: 3 | iteration: 158/262 | Loss: 0.6465493440628052
Training Epoch: 3 | iteration: 159/262 | Loss: 0.6129775047302246
Training Epoch: 3 | iteration: 160/262 | Loss: 0.6238960027694702
Training Epoch: 3 | iteration: 161/262 | Loss: 0.6286773681640625
Training Epoch: 3 | iteration: 162/262 | Loss: 0.6606366634368896
Training Epoch: 3 | iteration: 163/262 | Loss: 0.6266318559646606
Training Epoch: 3 | iteration: 164/262 | Loss: 0.6398220062255859
Training Epoch: 3 | iteration: 165/262 | Loss: 0.6691209077835083
Training Epoch: 3 | iteration: 166/262 | Loss: 0.6129341125488281
Training Epoch: 3 | iteration: 167/262 | Loss: 0.666648805141449
Training Epoch: 3 | iteration: 168/262 | Loss: 0.5469608306884766
Training Epoch: 3 | iteration: 169/262 | Loss: 0.6095327138900757
Training Epoch: 3 | iteration: 170/262 | Loss: 0.5949552059173584
Training Epoch: 3 | iteration: 171/262 | Loss: 0.6279096603393555
Training Epoch: 3 | iteration: 172/262 | Loss: 0.6435908675193787
Training Epoch: 3 | iteration: 173/262 | Loss: 0.6445529460906982
Training Epoch: 3 | iteration: 174/262 | Loss: 0.6269406080245972
Training Epoch: 3 | iteration: 175/262 | Loss: 0.6268760561943054
Training Epoch: 3 | iteration: 176/262 | Loss: 0.6631613373756409
Training Epoch: 3 | iteration: 177/262 | Loss: 0.6504112482070923
Training Epoch: 3 | iteration: 178/262 | Loss: 0.5907790064811707
Training Epoch: 3 | iteration: 179/262 | Loss: 0.6458169221878052
Training Epoch: 3 | iteration: 180/262 | Loss: 0.6077844500541687
Training Epoch: 3 | iteration: 181/262 | Loss: 0.6199619770050049
Training Epoch: 3 | iteration: 182/262 | Loss: 0.6839686036109924
Training Epoch: 3 | iteration: 183/262 | Loss: 0.637332022190094
Training Epoch: 3 | iteration: 184/262 | Loss: 0.5939725041389465
Training Epoch: 3 | iteration: 185/262 | Loss: 0.6387559175491333
Training Epoch: 3 | iteration: 186/262 | Loss: 0.616513729095459
Training Epoch: 3 | iteration: 187/262 | Loss: 0.6235793232917786
Training Epoch: 3 | iteration: 188/262 | Loss: 0.667835533618927
Training Epoch: 3 | iteration: 189/262 | Loss: 0.5940094590187073
Training Epoch: 3 | iteration: 190/262 | Loss: 0.5915560722351074
Training Epoch: 3 | iteration: 191/262 | Loss: 0.6457691788673401
Training Epoch: 3 | iteration: 192/262 | Loss: 0.5940123796463013
Training Epoch: 3 | iteration: 193/262 | Loss: 0.6308749914169312
Training Epoch: 3 | iteration: 194/262 | Loss: 0.6076639890670776
Training Epoch: 3 | iteration: 195/262 | Loss: 0.5904682874679565
Training Epoch: 3 | iteration: 196/262 | Loss: 0.6571673154830933
Training Epoch: 3 | iteration: 197/262 | Loss: 0.5904839038848877
Training Epoch: 3 | iteration: 198/262 | Loss: 0.6739886999130249
Training Epoch: 3 | iteration: 199/262 | Loss: 0.6434422135353088
Training Epoch: 3 | iteration: 200/262 | Loss: 0.5983023047447205
Training Epoch: 3 | iteration: 201/262 | Loss: 0.6455036401748657
Training Epoch: 3 | iteration: 202/262 | Loss: 0.624992847442627
Training Epoch: 3 | iteration: 203/262 | Loss: 0.6682058572769165
Training Epoch: 3 | iteration: 204/262 | Loss: 0.6403917670249939
Training Epoch: 3 | iteration: 205/262 | Loss: 0.6587510704994202
Training Epoch: 3 | iteration: 206/262 | Loss: 0.6367776393890381
Training Epoch: 3 | iteration: 207/262 | Loss: 0.6266855001449585
Training Epoch: 3 | iteration: 208/262 | Loss: 0.5805804133415222
Training Epoch: 3 | iteration: 209/262 | Loss: 0.6087028980255127
Training Epoch: 3 | iteration: 210/262 | Loss: 0.5858765244483948
Training Epoch: 3 | iteration: 211/262 | Loss: 0.6420388221740723
Training Epoch: 3 | iteration: 212/262 | Loss: 0.6587165594100952
Training Epoch: 3 | iteration: 213/262 | Loss: 0.6622723340988159
Training Epoch: 3 | iteration: 214/262 | Loss: 0.5753566026687622
Training Epoch: 3 | iteration: 215/262 | Loss: 0.7134473919868469
Training Epoch: 3 | iteration: 216/262 | Loss: 0.642188549041748
Training Epoch: 3 | iteration: 217/262 | Loss: 0.6500238180160522
Training Epoch: 3 | iteration: 218/262 | Loss: 0.6369765400886536
Training Epoch: 3 | iteration: 219/262 | Loss: 0.6359347105026245
Training Epoch: 3 | iteration: 220/262 | Loss: 0.6114896535873413
Training Epoch: 3 | iteration: 221/262 | Loss: 0.6240749359130859
Training Epoch: 3 | iteration: 222/262 | Loss: 0.6281766891479492
Training Epoch: 3 | iteration: 223/262 | Loss: 0.5985580682754517
Training Epoch: 3 | iteration: 224/262 | Loss: 0.6182702779769897
Training Epoch: 3 | iteration: 225/262 | Loss: 0.6323845386505127
Training Epoch: 3 | iteration: 226/262 | Loss: 0.6212805509567261
Training Epoch: 3 | iteration: 227/262 | Loss: 0.6390325427055359
Training Epoch: 3 | iteration: 228/262 | Loss: 0.6255377531051636
Training Epoch: 3 | iteration: 229/262 | Loss: 0.6066938638687134
Training Epoch: 3 | iteration: 230/262 | Loss: 0.6430366039276123
