Starting ...
cuda
Properties to use:  ['affinity', 'sas']
Building Vocab
{'batch_size': 128, 'd_model': 512, 'n_heads': 8, 'n_layers': 6, 'hidden_units': 512, 'lr': 1e-05, 'epochs': 10, 'properties': ['affinity', 'sas'], 'run_name': 'LCK_DOCKSTRING_FAST_ACTUAL_affinity_sas'}
length of preference data : 41795
Sample preference_data[0]: ['O1C(C(=O)N2CCN(CC2)C3=CC=C(N(=O)=O)C=C3)=C(C=4C1=CC=CC4)C', array([0.47959185, 0.53255087, 0.54797947, 0.15855041, 0.16055913]), [np.str_('O1C(=NC2=C(C1=O)C=CC=C2)C3=C(C(=O)NCCC4=CC=CC=C4)C=CC(OC)=C3'), np.float64(0.9873459430403937), array([0.52040816, 0.54211667, 0.55725834, 0.15815913, 0.16377715])], [np.str_('O1C(=NC2=C(C1=O)C=CC=C2)C3=CC(OC(=O)C=4C=CC=CC4)=C(OC)C=C3'), np.float64(0.9574398041990725), array([0.43877551, 0.55263869, 0.41284505, 0.14420153, 0.15814562])]]
LCK_DOCKSTRING_FAST_ACTUAL_affinity_sas
len(target_smiles): 41800
len(data): 41800
LCK_DOCKSTRING_FAST_ACTUAL_affinity_sas
dataset built
cuda
True
2.7.1+cu118
No of GPUs available 4
No of GPUs available 4
{'batch_size': 128, 'd_model': 512, 'n_heads': 8, 'n_layers': 6, 'hidden_units': 512, 'lr': 1e-05, 'epochs': 10, 'properties': ['affinity', 'sas'], 'ipo': False, 'run_name': 'DPO_Finetuning_BETA_0.11_epochs_10_LCK_DOCKSTRING_FAST_ACTUAL_affinity_sas', 'beta': 0.11}
Temperature:  0.5
Sampling: iteration: 0/51
{'Validity': 0.9970703125, 'Novelty': 1.0, 'Uniqueness': 0.9941234084231146}
Training Epoch: 0 | iteration: 0/262 | Loss: 0.9786747097969055
Training Epoch: 2 | iteration: 94/262 | Loss: 0.6994523406028748
Training Epoch: 2 | iteration: 95/262 | Loss: 0.7530415058135986
Training Epoch: 2 | iteration: 96/262 | Loss: 0.6406978964805603
Training Epoch: 2 | iteration: 97/262 | Loss: 0.7627524733543396
Training Epoch: 2 | iteration: 98/262 | Loss: 0.6760491132736206
Training Epoch: 2 | iteration: 99/262 | Loss: 0.7298697233200073
Training Epoch: 2 | iteration: 100/262 | Loss: 0.7770922780036926
Training Epoch: 2 | iteration: 101/262 | Loss: 0.6734337210655212
Training Epoch: 2 | iteration: 102/262 | Loss: 0.6812443137168884
Training Epoch: 2 | iteration: 103/262 | Loss: 0.7235816121101379
Training Epoch: 2 | iteration: 104/262 | Loss: 0.7230566740036011
Training Epoch: 2 | iteration: 105/262 | Loss: 0.6840710639953613
Training Epoch: 2 | iteration: 106/262 | Loss: 0.717170774936676
Training Epoch: 2 | iteration: 107/262 | Loss: 0.6766953468322754
Training Epoch: 2 | iteration: 108/262 | Loss: 0.646075963973999
Training Epoch: 2 | iteration: 109/262 | Loss: 0.625605583190918
Training Epoch: 2 | iteration: 110/262 | Loss: 0.697689414024353
Training Epoch: 2 | iteration: 111/262 | Loss: 0.7772667407989502
Training Epoch: 2 | iteration: 112/262 | Loss: 0.7346116304397583
Training Epoch: 2 | iteration: 113/262 | Loss: 0.7093726396560669
Training Epoch: 2 | iteration: 114/262 | Loss: 0.8005303740501404
Training Epoch: 2 | iteration: 115/262 | Loss: 0.706497311592102
Training Epoch: 2 | iteration: 116/262 | Loss: 0.644297182559967
Training Epoch: 2 | iteration: 117/262 | Loss: 0.670629620552063
Training Epoch: 2 | iteration: 118/262 | Loss: 0.7046209573745728
Training Epoch: 2 | iteration: 119/262 | Loss: 0.6975663900375366
Training Epoch: 2 | iteration: 120/262 | Loss: 0.6732585430145264
Training Epoch: 2 | iteration: 121/262 | Loss: 0.7244085073471069
Training Epoch: 2 | iteration: 122/262 | Loss: 0.6981977224349976
Training Epoch: 2 | iteration: 123/262 | Loss: 0.7737840414047241
Training Epoch: 2 | iteration: 124/262 | Loss: 0.6386831402778625
Training Epoch: 2 | iteration: 125/262 | Loss: 0.7083516120910645
Training Epoch: 2 | iteration: 126/262 | Loss: 0.6276952028274536
Training Epoch: 2 | iteration: 127/262 | Loss: 0.6465746760368347
Training Epoch: 2 | iteration: 128/262 | Loss: 0.6238310933113098
Training Epoch: 2 | iteration: 129/262 | Loss: 0.7161633968353271
Training Epoch: 2 | iteration: 130/262 | Loss: 0.6870341300964355
Training Epoch: 2 | iteration: 131/262 | Loss: 0.6827730536460876
Training Epoch: 2 | iteration: 132/262 | Loss: 0.6692401766777039
Training Epoch: 2 | iteration: 133/262 | Loss: 0.6919185519218445
Training Epoch: 2 | iteration: 134/262 | Loss: 0.7168552875518799
Training Epoch: 2 | iteration: 135/262 | Loss: 0.7165806889533997
Training Epoch: 2 | iteration: 136/262 | Loss: 0.6425036787986755
Training Epoch: 2 | iteration: 137/262 | Loss: 0.6373905539512634
Training Epoch: 2 | iteration: 138/262 | Loss: 0.6609784364700317
Training Epoch: 2 | iteration: 139/262 | Loss: 0.6708869934082031
Training Epoch: 2 | iteration: 140/262 | Loss: 0.6533322930335999
Training Epoch: 2 | iteration: 141/262 | Loss: 0.67780601978302
Training Epoch: 2 | iteration: 142/262 | Loss: 0.7531002759933472
Training Epoch: 2 | iteration: 143/262 | Loss: 0.7282130718231201
Training Epoch: 2 | iteration: 144/262 | Loss: 0.7616158127784729
Training Epoch: 2 | iteration: 145/262 | Loss: 0.6902170777320862
Training Epoch: 2 | iteration: 146/262 | Loss: 0.6224273443222046
Training Epoch: 2 | iteration: 147/262 | Loss: 0.6779546141624451
Training Epoch: 2 | iteration: 148/262 | Loss: 0.6641162037849426
Training Epoch: 2 | iteration: 149/262 | Loss: 0.6816011071205139
Training Epoch: 2 | iteration: 150/262 | Loss: 0.6738091707229614
Training Epoch: 2 | iteration: 151/262 | Loss: 0.6941776871681213
Training Epoch: 2 | iteration: 152/262 | Loss: 0.6625115871429443
Training Epoch: 2 | iteration: 153/262 | Loss: 0.6801662445068359
Training Epoch: 2 | iteration: 154/262 | Loss: 0.6932845711708069
Training Epoch: 2 | iteration: 155/262 | Loss: 0.6902685165405273
Training Epoch: 2 | iteration: 156/262 | Loss: 0.671621561050415
Training Epoch: 2 | iteration: 157/262 | Loss: 0.682296633720398
Training Epoch: 2 | iteration: 158/262 | Loss: 0.7088487148284912
Training Epoch: 2 | iteration: 159/262 | Loss: 0.7172387838363647
Training Epoch: 2 | iteration: 160/262 | Loss: 0.6528325080871582
Training Epoch: 2 | iteration: 161/262 | Loss: 0.7890846729278564
Training Epoch: 2 | iteration: 162/262 | Loss: 0.6757861971855164
Training Epoch: 2 | iteration: 163/262 | Loss: 0.6799129247665405
Training Epoch: 2 | iteration: 164/262 | Loss: 0.652518093585968
Training Epoch: 2 | iteration: 165/262 | Loss: 0.6625493764877319
Training Epoch: 2 | iteration: 166/262 | Loss: 0.7352116107940674
Training Epoch: 2 | iteration: 167/262 | Loss: 0.616510808467865
Training Epoch: 2 | iteration: 168/262 | Loss: 0.673228919506073
Training Epoch: 2 | iteration: 169/262 | Loss: 0.6907103061676025
Training Epoch: 2 | iteration: 170/262 | Loss: 0.7032389640808105
Training Epoch: 2 | iteration: 171/262 | Loss: 0.6934771537780762
Training Epoch: 2 | iteration: 172/262 | Loss: 0.6994226574897766
Training Epoch: 2 | iteration: 173/262 | Loss: 0.668621838092804
Training Epoch: 2 | iteration: 174/262 | Loss: 0.7080447673797607
Training Epoch: 2 | iteration: 175/262 | Loss: 0.72635418176651
Training Epoch: 2 | iteration: 176/262 | Loss: 0.7146553993225098
Training Epoch: 2 | iteration: 177/262 | Loss: 0.6950149536132812
Training Epoch: 2 | iteration: 178/262 | Loss: 0.6319301128387451
Training Epoch: 2 | iteration: 179/262 | Loss: 0.6881893277168274
Training Epoch: 2 | iteration: 180/262 | Loss: 0.6685527563095093
Training Epoch: 2 | iteration: 181/262 | Loss: 0.7697597742080688
Training Epoch: 2 | iteration: 182/262 | Loss: 0.6772105097770691
Training Epoch: 2 | iteration: 183/262 | Loss: 0.6727118492126465
Training Epoch: 2 | iteration: 184/262 | Loss: 0.6553177833557129
Training Epoch: 2 | iteration: 185/262 | Loss: 0.6920089721679688
Training Epoch: 2 | iteration: 186/262 | Loss: 0.629442572593689
Training Epoch: 2 | iteration: 187/262 | Loss: 0.7246417999267578
Training Epoch: 2 | iteration: 188/262 | Loss: 0.6975871324539185
Training Epoch: 2 | iteration: 189/262 | Loss: 0.7343709468841553
Training Epoch: 2 | iteration: 190/262 | Loss: 0.705479621887207
Training Epoch: 2 | iteration: 191/262 | Loss: 0.6965996026992798
Training Epoch: 2 | iteration: 192/262 | Loss: 0.6849302053451538
Training Epoch: 2 | iteration: 193/262 | Loss: 0.6423676609992981
Training Epoch: 2 | iteration: 194/262 | Loss: 0.6976929903030396
Training Epoch: 2 | iteration: 195/262 | Loss: 0.6589521169662476
Training Epoch: 2 | iteration: 196/262 | Loss: 0.7465869784355164
Training Epoch: 2 | iteration: 197/262 | Loss: 0.6365466117858887
Training Epoch: 2 | iteration: 198/262 | Loss: 0.6911505460739136
Training Epoch: 2 | iteration: 199/262 | Loss: 0.6308379769325256
Training Epoch: 2 | iteration: 200/262 | Loss: 0.767977237701416
Training Epoch: 2 | iteration: 201/262 | Loss: 0.7263530492782593
Training Epoch: 2 | iteration: 202/262 | Loss: 0.6287214756011963
Training Epoch: 2 | iteration: 203/262 | Loss: 0.6624982357025146
Training Epoch: 2 | iteration: 204/262 | Loss: 0.6791340112686157
Training Epoch: 2 | iteration: 205/262 | Loss: 0.7076131105422974
Training Epoch: 2 | iteration: 206/262 | Loss: 0.7116284370422363
Training Epoch: 2 | iteration: 207/262 | Loss: 0.6846617460250854
Training Epoch: 2 | iteration: 208/262 | Loss: 0.6494629383087158
Training Epoch: 2 | iteration: 209/262 | Loss: 0.7522120475769043
Training Epoch: 2 | iteration: 210/262 | Loss: 0.7381361722946167
Training Epoch: 2 | iteration: 211/262 | Loss: 0.627954363822937
Training Epoch: 2 | iteration: 212/262 | Loss: 0.7408121228218079
Training Epoch: 2 | iteration: 213/262 | Loss: 0.6426896452903748
Training Epoch: 2 | iteration: 214/262 | Loss: 0.6407836675643921
Training Epoch: 2 | iteration: 215/262 | Loss: 0.6848410964012146
Training Epoch: 2 | iteration: 216/262 | Loss: 0.6853312253952026
Training Epoch: 2 | iteration: 217/262 | Loss: 0.6835607290267944
Training Epoch: 2 | iteration: 218/262 | Loss: 0.7224146127700806
Training Epoch: 2 | iteration: 219/262 | Loss: 0.7146546840667725
Training Epoch: 2 | iteration: 220/262 | Loss: 0.6909189820289612
Training Epoch: 2 | iteration: 221/262 | Loss: 0.7166754007339478
Training Epoch: 2 | iteration: 222/262 | Loss: 0.7117948532104492
Training Epoch: 2 | iteration: 223/262 | Loss: 0.6517834663391113
Training Epoch: 2 | iteration: 224/262 | Loss: 0.683251142501831
Training Epoch: 2 | iteration: 225/262 | Loss: 0.799776017665863
Training Epoch: 2 | iteration: 226/262 | Loss: 0.6740691661834717
Training Epoch: 2 | iteration: 227/262 | Loss: 0.6660743951797485
Training Epoch: 2 | iteration: 228/262 | Loss: 0.6423994302749634
Training Epoch: 2 | iteration: 229/262 | Loss: 0.6508182287216187
Training Epoch: 2 | iteration: 230/262 | Loss: 0.7703101634979248
Training Epoch: 2 | iteration: 231/262 | Loss: 0.7156486511230469
Training Epoch: 2 | iteration: 232/262 | Loss: 0.6345279216766357
Training Epoch: 2 | iteration: 233/262 | Loss: 0.6788913011550903
Training Epoch: 2 | iteration: 234/262 | Loss: 0.679215669631958
Training Epoch: 2 | iteration: 235/262 | Loss: 0.7038589715957642
Training Epoch: 2 | iteration: 236/262 | Loss: 0.6226097941398621
Training Epoch: 2 | iteration: 237/262 | Loss: 0.7630762457847595
Training Epoch: 2 | iteration: 238/262 | Loss: 0.7190330028533936
Training Epoch: 2 | iteration: 239/262 | Loss: 0.6895840764045715
Training Epoch: 2 | iteration: 240/262 | Loss: 0.7467249631881714
Training Epoch: 2 | iteration: 241/262 | Loss: 0.6959811449050903
Training Epoch: 2 | iteration: 242/262 | Loss: 0.7012456059455872
Training Epoch: 2 | iteration: 243/262 | Loss: 0.6795741319656372
Training Epoch: 2 | iteration: 244/262 | Loss: 0.7089108228683472
Training Epoch: 2 | iteration: 245/262 | Loss: 0.6831834316253662
Training Epoch: 2 | iteration: 246/262 | Loss: 0.6774846315383911
Training Epoch: 2 | iteration: 247/262 | Loss: 0.7632296085357666
Training Epoch: 2 | iteration: 248/262 | Loss: 0.7141447067260742
Training Epoch: 2 | iteration: 249/262 | Loss: 0.6672921180725098
Training Epoch: 2 | iteration: 250/262 | Loss: 0.7049335241317749
Training Epoch: 2 | iteration: 251/262 | Loss: 0.6996490955352783
Training Epoch: 2 | iteration: 252/262 | Loss: 0.6367847919464111
Training Epoch: 2 | iteration: 253/262 | Loss: 0.715399980545044
Training Epoch: 2 | iteration: 254/262 | Loss: 0.7086758613586426
Training Epoch: 2 | iteration: 255/262 | Loss: 0.7105787992477417
Training Epoch: 2 | iteration: 256/262 | Loss: 0.6937986612319946
Training Epoch: 2 | iteration: 257/262 | Loss: 0.6757556200027466
Training Epoch: 2 | iteration: 258/262 | Loss: 0.6405982375144958
Training Epoch: 2 | iteration: 259/262 | Loss: 0.6821804642677307
Training Epoch: 2 | iteration: 260/262 | Loss: 0.681002140045166
Training Epoch: 2 | iteration: 261/262 | Loss: 0.6567472219467163
Validating Epoch: 2 | iteration: 0/66 | Loss: 0.6397117376327515
Validating Epoch: 2 | iteration: 1/66 | Loss: 0.6250225305557251
Validating Epoch: 2 | iteration: 2/66 | Loss: 0.614192545413971
Validating Epoch: 2 | iteration: 3/66 | Loss: 0.6689023375511169
Validating Epoch: 2 | iteration: 4/66 | Loss: 0.5610677003860474
Validating Epoch: 2 | iteration: 5/66 | Loss: 0.6164454221725464
Validating Epoch: 2 | iteration: 6/66 | Loss: 0.6052296161651611
Validating Epoch: 2 | iteration: 7/66 | Loss: 0.6401195526123047
Validating Epoch: 2 | iteration: 8/66 | Loss: 0.6289697885513306
Validating Epoch: 2 | iteration: 9/66 | Loss: 0.5876510739326477
Validating Epoch: 2 | iteration: 10/66 | Loss: 0.6132699251174927
Validating Epoch: 2 | iteration: 11/66 | Loss: 0.6082872152328491
Validating Epoch: 2 | iteration: 12/66 | Loss: 0.6489964723587036
Validating Epoch: 2 | iteration: 13/66 | Loss: 0.6085168123245239
Validating Epoch: 2 | iteration: 14/66 | Loss: 0.6319215297698975
Validating Epoch: 2 | iteration: 15/66 | Loss: 0.6306802034378052
Validating Epoch: 2 | iteration: 16/66 | Loss: 0.6705589294433594
Validating Epoch: 2 | iteration: 17/66 | Loss: 0.6108062267303467
Validating Epoch: 2 | iteration: 18/66 | Loss: 0.5970016717910767
Validating Epoch: 2 | iteration: 19/66 | Loss: 0.6350032091140747
Validating Epoch: 2 | iteration: 20/66 | Loss: 0.5961786508560181
Validating Epoch: 2 | iteration: 21/66 | Loss: 0.5986940264701843
Validating Epoch: 2 | iteration: 22/66 | Loss: 0.6093312501907349
Validating Epoch: 2 | iteration: 23/66 | Loss: 0.6945565938949585
Validating Epoch: 2 | iteration: 24/66 | Loss: 0.6096110343933105
Validating Epoch: 2 | iteration: 25/66 | Loss: 0.6492698192596436
Validating Epoch: 2 | iteration: 26/66 | Loss: 0.5965957641601562
Validating Epoch: 2 | iteration: 27/66 | Loss: 0.6593379974365234
Validating Epoch: 2 | iteration: 28/66 | Loss: 0.6165869235992432
Validating Epoch: 2 | iteration: 29/66 | Loss: 0.5588260889053345
Validating Epoch: 2 | iteration: 30/66 | Loss: 0.6230727434158325
Validating Epoch: 2 | iteration: 31/66 | Loss: 0.6465975046157837
Validating Epoch: 2 | iteration: 32/66 | Loss: 0.6278340816497803
Validating Epoch: 2 | iteration: 33/66 | Loss: 0.6217002272605896
Validating Epoch: 2 | iteration: 34/66 | Loss: 0.5770277976989746
Validating Epoch: 2 | iteration: 35/66 | Loss: 0.6512209177017212
Validating Epoch: 2 | iteration: 36/66 | Loss: 0.5985322594642639
Validating Epoch: 2 | iteration: 37/66 | Loss: 0.6503428220748901
Validating Epoch: 2 | iteration: 38/66 | Loss: 0.6078863143920898
Validating Epoch: 2 | iteration: 39/66 | Loss: 0.5898263454437256
Validating Epoch: 2 | iteration: 40/66 | Loss: 0.5605810880661011
Validating Epoch: 2 | iteration: 41/66 | Loss: 0.6498712301254272
Validating Epoch: 2 | iteration: 42/66 | Loss: 0.6869716048240662
Validating Epoch: 2 | iteration: 43/66 | Loss: 0.5982399582862854
Validating Epoch: 2 | iteration: 44/66 | Loss: 0.6155192852020264
Validating Epoch: 2 | iteration: 45/66 | Loss: 0.583182692527771
Validating Epoch: 2 | iteration: 46/66 | Loss: 0.6149839162826538
Validating Epoch: 2 | iteration: 47/66 | Loss: 0.634270191192627
Validating Epoch: 2 | iteration: 48/66 | Loss: 0.6565157175064087
Validating Epoch: 2 | iteration: 49/66 | Loss: 0.6470618844032288
Validating Epoch: 2 | iteration: 50/66 | Loss: 0.6221114993095398
Validating Epoch: 2 | iteration: 51/66 | Loss: 0.5799886584281921
Validating Epoch: 2 | iteration: 52/66 | Loss: 0.6042099595069885
Validating Epoch: 2 | iteration: 53/66 | Loss: 0.6193945407867432
Validating Epoch: 2 | iteration: 54/66 | Loss: 0.5819868445396423
Validating Epoch: 2 | iteration: 55/66 | Loss: 0.6637868285179138
Validating Epoch: 2 | iteration: 56/66 | Loss: 0.5633296370506287
Validating Epoch: 2 | iteration: 57/66 | Loss: 0.6503075957298279
Validating Epoch: 2 | iteration: 58/66 | Loss: 0.6236952543258667
Validating Epoch: 2 | iteration: 59/66 | Loss: 0.6129111051559448
Validating Epoch: 2 | iteration: 60/66 | Loss: 0.5856620073318481
Validating Epoch: 2 | iteration: 61/66 | Loss: 0.5664730072021484
Validating Epoch: 2 | iteration: 62/66 | Loss: 0.5805869102478027
Validating Epoch: 2 | iteration: 63/66 | Loss: 0.599000096321106
Validating Epoch: 2 | iteration: 64/66 | Loss: 0.6890594959259033
Validating Epoch: 2 | iteration: 65/66 | Loss: 0.5948034524917603
Temperature:  0.5
Sampling: iteration: 0/51
{'Validity': 0.9873046875, 'Novelty': 1.0, 'Uniqueness': 0.9950544015825915}
Training Epoch: 3 | iteration: 0/262 | Loss: 0.621187686920166
Training Epoch: 3 | iteration: 1/262 | Loss: 0.7127958536148071
Training Epoch: 3 | iteration: 2/262 | Loss: 0.5918970108032227
Training Epoch: 3 | iteration: 3/262 | Loss: 0.6686742305755615
Training Epoch: 3 | iteration: 4/262 | Loss: 0.612409234046936
Training Epoch: 3 | iteration: 5/262 | Loss: 0.7097589373588562
Training Epoch: 3 | iteration: 6/262 | Loss: 0.6847147345542908
Training Epoch: 3 | iteration: 7/262 | Loss: 0.5919910669326782
Training Epoch: 3 | iteration: 8/262 | Loss: 0.7153927087783813
Training Epoch: 3 | iteration: 9/262 | Loss: 0.6594209671020508
Training Epoch: 3 | iteration: 10/262 | Loss: 0.6512809991836548
Training Epoch: 3 | iteration: 11/262 | Loss: 0.742408037185669
Training Epoch: 3 | iteration: 12/262 | Loss: 0.587785005569458
Training Epoch: 3 | iteration: 13/262 | Loss: 0.6715813875198364
Training Epoch: 3 | iteration: 14/262 | Loss: 0.6263110041618347
Training Epoch: 3 | iteration: 15/262 | Loss: 0.6306827068328857
Training Epoch: 3 | iteration: 16/262 | Loss: 0.6642835140228271
Training Epoch: 3 | iteration: 17/262 | Loss: 0.6393018960952759
Training Epoch: 3 | iteration: 18/262 | Loss: 0.6308530569076538
Training Epoch: 3 | iteration: 19/262 | Loss: 0.6344544887542725
Training Epoch: 3 | iteration: 20/262 | Loss: 0.6582245826721191
Training Epoch: 3 | iteration: 21/262 | Loss: 0.7129197120666504
Training Epoch: 3 | iteration: 22/262 | Loss: 0.6529312133789062
Training Epoch: 3 | iteration: 23/262 | Loss: 0.679368793964386
Training Epoch: 3 | iteration: 24/262 | Loss: 0.6899678111076355
Training Epoch: 3 | iteration: 25/262 | Loss: 0.7319286465644836
Training Epoch: 3 | iteration: 26/262 | Loss: 0.6645475625991821
Training Epoch: 3 | iteration: 27/262 | Loss: 0.6698216199874878
Training Epoch: 3 | iteration: 28/262 | Loss: 0.6439117193222046
Training Epoch: 3 | iteration: 29/262 | Loss: 0.6379820108413696
Training Epoch: 3 | iteration: 30/262 | Loss: 0.628440797328949
Training Epoch: 3 | iteration: 31/262 | Loss: 0.661016583442688
Training Epoch: 3 | iteration: 32/262 | Loss: 0.6512154340744019
Training Epoch: 3 | iteration: 33/262 | Loss: 0.6534494757652283
Training Epoch: 3 | iteration: 34/262 | Loss: 0.7353854179382324
Training Epoch: 3 | iteration: 35/262 | Loss: 0.6908072233200073
Training Epoch: 3 | iteration: 36/262 | Loss: 0.6616939306259155
Training Epoch: 3 | iteration: 37/262 | Loss: 0.615689754486084
Training Epoch: 3 | iteration: 38/262 | Loss: 0.6619112491607666
Training Epoch: 3 | iteration: 39/262 | Loss: 0.6624561548233032
Training Epoch: 3 | iteration: 40/262 | Loss: 0.6802363991737366
Training Epoch: 3 | iteration: 41/262 | Loss: 0.7094390392303467
Training Epoch: 3 | iteration: 42/262 | Loss: 0.5968008041381836
Training Epoch: 3 | iteration: 43/262 | Loss: 0.6585720777511597
Training Epoch: 3 | iteration: 44/262 | Loss: 0.647727906703949
Training Epoch: 3 | iteration: 45/262 | Loss: 0.6432669758796692
Training Epoch: 3 | iteration: 46/262 | Loss: 0.6835458278656006
Training Epoch: 3 | iteration: 47/262 | Loss: 0.7360169887542725
Training Epoch: 3 | iteration: 48/262 | Loss: 0.6536914706230164
Training Epoch: 3 | iteration: 49/262 | Loss: 0.6637576818466187
Training Epoch: 3 | iteration: 50/262 | Loss: 0.7913078665733337
Training Epoch: 3 | iteration: 51/262 | Loss: 0.6459476947784424
Training Epoch: 3 | iteration: 52/262 | Loss: 0.6889643669128418
Training Epoch: 3 | iteration: 53/262 | Loss: 0.6967394948005676
Training Epoch: 3 | iteration: 54/262 | Loss: 0.6465495228767395
Training Epoch: 3 | iteration: 55/262 | Loss: 0.6514788269996643
Training Epoch: 3 | iteration: 56/262 | Loss: 0.6255381107330322
Training Epoch: 3 | iteration: 57/262 | Loss: 0.7008564472198486
Training Epoch: 3 | iteration: 58/262 | Loss: 0.6400130391120911
Training Epoch: 3 | iteration: 59/262 | Loss: 0.623501181602478
Training Epoch: 3 | iteration: 60/262 | Loss: 0.7165979146957397
Training Epoch: 3 | iteration: 61/262 | Loss: 0.6316274404525757
Training Epoch: 3 | iteration: 62/262 | Loss: 0.6718514561653137
Training Epoch: 3 | iteration: 63/262 | Loss: 0.7353916168212891
Training Epoch: 3 | iteration: 64/262 | Loss: 0.6704337000846863
Training Epoch: 3 | iteration: 65/262 | Loss: 0.6617483496665955
Training Epoch: 3 | iteration: 66/262 | Loss: 0.6639894247055054
Training Epoch: 3 | iteration: 67/262 | Loss: 0.645660400390625
Training Epoch: 3 | iteration: 68/262 | Loss: 0.7237236499786377
Training Epoch: 3 | iteration: 69/262 | Loss: 0.6676552891731262
Training Epoch: 3 | iteration: 70/262 | Loss: 0.6321684122085571
Training Epoch: 3 | iteration: 71/262 | Loss: 0.6643033027648926
Training Epoch: 3 | iteration: 72/262 | Loss: 0.6554614901542664
Training Epoch: 3 | iteration: 73/262 | Loss: 0.6877003908157349
Training Epoch: 3 | iteration: 74/262 | Loss: 0.6316930055618286
Training Epoch: 3 | iteration: 75/262 | Loss: 0.6265047192573547
Training Epoch: 3 | iteration: 76/262 | Loss: 0.6997839212417603
Training Epoch: 3 | iteration: 77/262 | Loss: 0.5854002237319946
Training Epoch: 3 | iteration: 78/262 | Loss: 0.6383213996887207
Training Epoch: 3 | iteration: 79/262 | Loss: 0.6376432776451111
Training Epoch: 3 | iteration: 80/262 | Loss: 0.6554878950119019
Training Epoch: 3 | iteration: 81/262 | Loss: 0.7139750123023987
Training Epoch: 3 | iteration: 82/262 | Loss: 0.5955648422241211
Training Epoch: 3 | iteration: 83/262 | Loss: 0.716174840927124
Training Epoch: 3 | iteration: 84/262 | Loss: 0.5913212299346924
Training Epoch: 3 | iteration: 85/262 | Loss: 0.7101020812988281
Training Epoch: 3 | iteration: 86/262 | Loss: 0.6341298222541809
Training Epoch: 3 | iteration: 87/262 | Loss: 0.6178465485572815
Training Epoch: 3 | iteration: 88/262 | Loss: 0.7292163968086243
Training Epoch: 3 | iteration: 89/262 | Loss: 0.6171067357063293
Training Epoch: 3 | iteration: 90/262 | Loss: 0.6640114188194275
Training Epoch: 3 | iteration: 91/262 | Loss: 0.7503007054328918
Training Epoch: 3 | iteration: 92/262 | Loss: 0.6340439319610596
Training Epoch: 3 | iteration: 93/262 | Loss: 0.6819347143173218
Training Epoch: 3 | iteration: 94/262 | Loss: 0.6781719923019409
Training Epoch: 3 | iteration: 95/262 | Loss: 0.6246362924575806
Training Epoch: 3 | iteration: 96/262 | Loss: 0.6235504746437073
Training Epoch: 3 | iteration: 97/262 | Loss: 0.7432965040206909
Training Epoch: 3 | iteration: 98/262 | Loss: 0.7557957768440247
Training Epoch: 3 | iteration: 99/262 | Loss: 0.6281047463417053
Training Epoch: 3 | iteration: 100/262 | Loss: 0.6131157875061035
Training Epoch: 3 | iteration: 101/262 | Loss: 0.691804051399231
Training Epoch: 3 | iteration: 102/262 | Loss: 0.6734707355499268
Training Epoch: 3 | iteration: 103/262 | Loss: 0.625330924987793
Training Epoch: 3 | iteration: 104/262 | Loss: 0.6381410360336304
Training Epoch: 3 | iteration: 105/262 | Loss: 0.6463494300842285
Training Epoch: 3 | iteration: 106/262 | Loss: 0.5965176820755005
Training Epoch: 3 | iteration: 107/262 | Loss: 0.6689911484718323
Training Epoch: 3 | iteration: 108/262 | Loss: 0.6218533515930176
Training Epoch: 3 | iteration: 109/262 | Loss: 0.7134568691253662
Training Epoch: 3 | iteration: 110/262 | Loss: 0.6447415351867676
Training Epoch: 3 | iteration: 111/262 | Loss: 0.7470184564590454
Training Epoch: 3 | iteration: 112/262 | Loss: 0.6874254941940308
Training Epoch: 3 | iteration: 113/262 | Loss: 0.6682271361351013
Training Epoch: 3 | iteration: 114/262 | Loss: 0.7184152603149414
Training Epoch: 3 | iteration: 115/262 | Loss: 0.6762076020240784
Training Epoch: 3 | iteration: 116/262 | Loss: 0.6886597871780396
Training Epoch: 3 | iteration: 117/262 | Loss: 0.7081894278526306
Training Epoch: 3 | iteration: 118/262 | Loss: 0.6817492246627808
Training Epoch: 3 | iteration: 119/262 | Loss: 0.6132193207740784
Training Epoch: 3 | iteration: 120/262 | Loss: 0.6555551290512085
Training Epoch: 3 | iteration: 121/262 | Loss: 0.773574948310852
Training Epoch: 3 | iteration: 122/262 | Loss: 0.5735740661621094
Training Epoch: 3 | iteration: 123/262 | Loss: 0.5897917747497559
Training Epoch: 3 | iteration: 124/262 | Loss: 0.593509316444397
Training Epoch: 3 | iteration: 125/262 | Loss: 0.606113076210022
Training Epoch: 3 | iteration: 126/262 | Loss: 0.7228826880455017
Training Epoch: 3 | iteration: 127/262 | Loss: 0.6350871920585632
Training Epoch: 3 | iteration: 128/262 | Loss: 0.6682085990905762
Training Epoch: 3 | iteration: 129/262 | Loss: 0.6618685722351074
Training Epoch: 3 | iteration: 130/262 | Loss: 0.6852511167526245
Training Epoch: 3 | iteration: 131/262 | Loss: 0.6418976783752441
Training Epoch: 3 | iteration: 132/262 | Loss: 0.6618896722793579
Training Epoch: 3 | iteration: 133/262 | Loss: 0.663334846496582
Training Epoch: 3 | iteration: 134/262 | Loss: 0.6543986797332764
Training Epoch: 3 | iteration: 135/262 | Loss: 0.6938854455947876
Training Epoch: 3 | iteration: 136/262 | Loss: 0.6902865767478943
