Starting ...
cuda
Properties to use:  ['affinity', 'tpsas']
Building Vocab
{'batch_size': 128, 'd_model': 512, 'n_heads': 8, 'n_layers': 6, 'hidden_units': 512, 'lr': 1e-05, 'epochs': 10, 'properties': ['affinity', 'tpsas'], 'run_name': 'LCK_DOCKSTRING_FAST_ACTUAL_affinity_tpsas'}
length of preference data : 41795
Sample preference_data[0]: ['O1C(C(=O)N2CCN(CC2)C3=CC=C(N(=O)=O)C=C3)=C(C=4C1=CC=CC4)C', array([0.47959185, 0.53255087, 0.54797947, 0.15855041, 0.16055913]), [np.str_('O1C(=NC2=C(C1=O)C=CC=C2)C3=C(C(=O)NCCC4=CC=CC=C4)C=CC(OC)=C3'), np.float64(0.9873459430403937), array([0.52040816, 0.54211667, 0.55725834, 0.15815913, 0.16377715])], [np.str_('O1C(=NC2=C(C1=O)C=CC=C2)C3=CC(OC(=O)C=4C=CC=CC4)=C(OC)C=C3'), np.float64(0.9574398041990725), array([0.43877551, 0.55263869, 0.41284505, 0.14420153, 0.15814562])]]
LCK_DOCKSTRING_FAST_ACTUAL_affinity_tpsas
len(target_smiles): 41800
len(data): 41800
LCK_DOCKSTRING_FAST_ACTUAL_affinity_tpsas
dataset built
cuda
True
2.7.1+cu118
No of GPUs available 4
No of GPUs available 4
{'batch_size': 128, 'd_model': 512, 'n_heads': 8, 'n_layers': 6, 'hidden_units': 512, 'lr': 1e-05, 'epochs': 10, 'properties': ['affinity', 'tpsas'], 'ipo': False, 'run_name': 'DPO_Finetuning_BETA_0.11_epochs_10_LCK_DOCKSTRING_FAST_ACTUAL_affinity_tpsas', 'beta': 0.11}
Temperature:  0.5
Sampling: iteration: 0/51
{'Validity': 0.9951171875, 'Novelty': 1.0, 'Uniqueness': 0.9950932286555446}
Training Epoch: 0 | iteration: 0/262 | Loss: 1.0754859447479248
Training Epoch: 2 | iteration: 189/262 | Loss: 0.5941399335861206
Training Epoch: 2 | iteration: 190/262 | Loss: 0.627284586429596
Training Epoch: 2 | iteration: 191/262 | Loss: 0.6884419322013855
Training Epoch: 2 | iteration: 192/262 | Loss: 0.7343417406082153
Training Epoch: 2 | iteration: 193/262 | Loss: 0.7535836100578308
Training Epoch: 2 | iteration: 194/262 | Loss: 0.7097221612930298
Training Epoch: 2 | iteration: 195/262 | Loss: 0.7522753477096558
Training Epoch: 2 | iteration: 196/262 | Loss: 0.6983712911605835
Training Epoch: 2 | iteration: 197/262 | Loss: 0.7891484498977661
Training Epoch: 2 | iteration: 198/262 | Loss: 0.7392858266830444
Training Epoch: 2 | iteration: 199/262 | Loss: 0.6647834777832031
Training Epoch: 2 | iteration: 200/262 | Loss: 0.6680284738540649
Training Epoch: 2 | iteration: 201/262 | Loss: 0.7837473750114441
Training Epoch: 2 | iteration: 202/262 | Loss: 0.7675336599349976
Training Epoch: 2 | iteration: 203/262 | Loss: 0.7330929040908813
Training Epoch: 2 | iteration: 204/262 | Loss: 0.6961150169372559
Training Epoch: 2 | iteration: 205/262 | Loss: 0.6953719258308411
Training Epoch: 2 | iteration: 206/262 | Loss: 0.744081974029541
Training Epoch: 2 | iteration: 207/262 | Loss: 0.7161788940429688
Training Epoch: 2 | iteration: 208/262 | Loss: 0.7513687610626221
Training Epoch: 2 | iteration: 209/262 | Loss: 0.7391144633293152
Training Epoch: 2 | iteration: 210/262 | Loss: 0.8063212037086487
Training Epoch: 2 | iteration: 211/262 | Loss: 0.8243914842605591
Training Epoch: 2 | iteration: 212/262 | Loss: 0.6306270956993103
Training Epoch: 2 | iteration: 213/262 | Loss: 0.7228312492370605
Training Epoch: 2 | iteration: 214/262 | Loss: 0.6717589497566223
Training Epoch: 2 | iteration: 215/262 | Loss: 0.6872759461402893
Training Epoch: 2 | iteration: 216/262 | Loss: 0.6494044065475464
Training Epoch: 2 | iteration: 217/262 | Loss: 0.7453640699386597
Training Epoch: 2 | iteration: 218/262 | Loss: 0.7025662660598755
Training Epoch: 2 | iteration: 219/262 | Loss: 0.6914708614349365
Training Epoch: 2 | iteration: 220/262 | Loss: 0.8178752660751343
Training Epoch: 2 | iteration: 221/262 | Loss: 0.7511513829231262
Training Epoch: 2 | iteration: 222/262 | Loss: 0.7058248519897461
Training Epoch: 2 | iteration: 223/262 | Loss: 0.6212839484214783
Training Epoch: 2 | iteration: 224/262 | Loss: 0.7263398170471191
Training Epoch: 2 | iteration: 225/262 | Loss: 0.6889052987098694
Training Epoch: 2 | iteration: 226/262 | Loss: 0.7071001529693604
Training Epoch: 2 | iteration: 227/262 | Loss: 0.7020205855369568
Training Epoch: 2 | iteration: 228/262 | Loss: 0.6507527828216553
Training Epoch: 2 | iteration: 229/262 | Loss: 0.6488127112388611
Training Epoch: 2 | iteration: 230/262 | Loss: 0.6758674383163452
Training Epoch: 2 | iteration: 231/262 | Loss: 0.6965210437774658
Training Epoch: 2 | iteration: 232/262 | Loss: 0.7161110639572144
Training Epoch: 2 | iteration: 233/262 | Loss: 0.664474368095398
Training Epoch: 2 | iteration: 234/262 | Loss: 0.6757960319519043
Training Epoch: 2 | iteration: 235/262 | Loss: 0.7178689241409302
Training Epoch: 2 | iteration: 236/262 | Loss: 0.7213906645774841
Training Epoch: 2 | iteration: 237/262 | Loss: 0.7202922701835632
Training Epoch: 2 | iteration: 238/262 | Loss: 0.7646472454071045
Training Epoch: 2 | iteration: 239/262 | Loss: 0.7353993654251099
Training Epoch: 2 | iteration: 240/262 | Loss: 0.6846038103103638
Training Epoch: 2 | iteration: 241/262 | Loss: 0.7223206758499146
Training Epoch: 2 | iteration: 242/262 | Loss: 0.7662328481674194
Training Epoch: 2 | iteration: 243/262 | Loss: 0.7634481191635132
Training Epoch: 2 | iteration: 244/262 | Loss: 0.7347829341888428
Training Epoch: 2 | iteration: 245/262 | Loss: 0.7506500482559204
Training Epoch: 2 | iteration: 246/262 | Loss: 0.7261015176773071
Training Epoch: 2 | iteration: 247/262 | Loss: 0.7647373080253601
Training Epoch: 2 | iteration: 248/262 | Loss: 0.8201390504837036
Training Epoch: 2 | iteration: 249/262 | Loss: 0.7474927306175232
Training Epoch: 2 | iteration: 250/262 | Loss: 0.8058640956878662
Training Epoch: 2 | iteration: 251/262 | Loss: 0.7965719699859619
Training Epoch: 2 | iteration: 252/262 | Loss: 0.7392065525054932
Training Epoch: 2 | iteration: 253/262 | Loss: 0.7123960852622986
Training Epoch: 2 | iteration: 254/262 | Loss: 0.6925541758537292
Training Epoch: 2 | iteration: 255/262 | Loss: 0.6483522653579712
Training Epoch: 2 | iteration: 256/262 | Loss: 0.7810101509094238
Training Epoch: 2 | iteration: 257/262 | Loss: 0.6602442860603333
Training Epoch: 2 | iteration: 258/262 | Loss: 0.7333314418792725
Training Epoch: 2 | iteration: 259/262 | Loss: 0.6937713623046875
Training Epoch: 2 | iteration: 260/262 | Loss: 0.7028448581695557
Training Epoch: 2 | iteration: 261/262 | Loss: 0.7317126393318176
Validating Epoch: 2 | iteration: 0/66 | Loss: 0.7468146085739136
Validating Epoch: 2 | iteration: 1/66 | Loss: 0.5836086273193359
Validating Epoch: 2 | iteration: 2/66 | Loss: 0.6530461311340332
Validating Epoch: 2 | iteration: 3/66 | Loss: 0.6439450979232788
Validating Epoch: 2 | iteration: 4/66 | Loss: 0.6679928302764893
Validating Epoch: 2 | iteration: 5/66 | Loss: 0.656902015209198
Validating Epoch: 2 | iteration: 6/66 | Loss: 0.6951096653938293
Validating Epoch: 2 | iteration: 7/66 | Loss: 0.6337504982948303
Validating Epoch: 2 | iteration: 8/66 | Loss: 0.6915151476860046
Validating Epoch: 2 | iteration: 9/66 | Loss: 0.6094167232513428
Validating Epoch: 2 | iteration: 10/66 | Loss: 0.6469358801841736
Validating Epoch: 2 | iteration: 11/66 | Loss: 0.6530654430389404
Validating Epoch: 2 | iteration: 12/66 | Loss: 0.6420397758483887
Validating Epoch: 2 | iteration: 13/66 | Loss: 0.6400232315063477
Validating Epoch: 2 | iteration: 14/66 | Loss: 0.5815751552581787
Validating Epoch: 2 | iteration: 15/66 | Loss: 0.6132203340530396
Validating Epoch: 2 | iteration: 16/66 | Loss: 0.6473453044891357
Validating Epoch: 2 | iteration: 17/66 | Loss: 0.6181318163871765
Validating Epoch: 2 | iteration: 18/66 | Loss: 0.6597614288330078
Validating Epoch: 2 | iteration: 19/66 | Loss: 0.6836663484573364
Validating Epoch: 2 | iteration: 20/66 | Loss: 0.6849303245544434
Validating Epoch: 2 | iteration: 21/66 | Loss: 0.6082684993743896
Validating Epoch: 2 | iteration: 22/66 | Loss: 0.6041908860206604
Validating Epoch: 2 | iteration: 23/66 | Loss: 0.6982690691947937
Validating Epoch: 2 | iteration: 24/66 | Loss: 0.6505026817321777
Validating Epoch: 2 | iteration: 25/66 | Loss: 0.6836823225021362
Validating Epoch: 2 | iteration: 26/66 | Loss: 0.6210848689079285
Validating Epoch: 2 | iteration: 27/66 | Loss: 0.6787711977958679
Validating Epoch: 2 | iteration: 28/66 | Loss: 0.5949138402938843
Validating Epoch: 2 | iteration: 29/66 | Loss: 0.8072313666343689
Validating Epoch: 2 | iteration: 30/66 | Loss: 0.6537528038024902
Validating Epoch: 2 | iteration: 31/66 | Loss: 0.6656696200370789
Validating Epoch: 2 | iteration: 32/66 | Loss: 0.6572660207748413
Validating Epoch: 2 | iteration: 33/66 | Loss: 0.659055233001709
Validating Epoch: 2 | iteration: 34/66 | Loss: 0.647255003452301
Validating Epoch: 2 | iteration: 35/66 | Loss: 0.5815905332565308
Validating Epoch: 2 | iteration: 36/66 | Loss: 0.5839258432388306
Validating Epoch: 2 | iteration: 37/66 | Loss: 0.6355710029602051
Validating Epoch: 2 | iteration: 38/66 | Loss: 0.6705372929573059
Validating Epoch: 2 | iteration: 39/66 | Loss: 0.589598536491394
Validating Epoch: 2 | iteration: 40/66 | Loss: 0.6938485503196716
Validating Epoch: 2 | iteration: 41/66 | Loss: 0.6346657872200012
Validating Epoch: 2 | iteration: 42/66 | Loss: 0.6298667192459106
Validating Epoch: 2 | iteration: 43/66 | Loss: 0.6712526082992554
Validating Epoch: 2 | iteration: 44/66 | Loss: 0.6421404480934143
Validating Epoch: 2 | iteration: 45/66 | Loss: 0.6010447144508362
Validating Epoch: 2 | iteration: 46/66 | Loss: 0.6555960178375244
Validating Epoch: 2 | iteration: 47/66 | Loss: 0.6716411113739014
Validating Epoch: 2 | iteration: 48/66 | Loss: 0.5880448818206787
Validating Epoch: 2 | iteration: 49/66 | Loss: 0.6642986536026001
Validating Epoch: 2 | iteration: 50/66 | Loss: 0.6081708669662476
Validating Epoch: 2 | iteration: 51/66 | Loss: 0.6972837448120117
Validating Epoch: 2 | iteration: 52/66 | Loss: 0.698249101638794
Validating Epoch: 2 | iteration: 53/66 | Loss: 0.6352423429489136
Validating Epoch: 2 | iteration: 54/66 | Loss: 0.6833163499832153
Validating Epoch: 2 | iteration: 55/66 | Loss: 0.6662843823432922
Validating Epoch: 2 | iteration: 56/66 | Loss: 0.6009105443954468
Validating Epoch: 2 | iteration: 57/66 | Loss: 0.7161259055137634
Validating Epoch: 2 | iteration: 58/66 | Loss: 0.6154785752296448
Validating Epoch: 2 | iteration: 59/66 | Loss: 0.6638721227645874
Validating Epoch: 2 | iteration: 60/66 | Loss: 0.6841082572937012
Validating Epoch: 2 | iteration: 61/66 | Loss: 0.6566995978355408
Validating Epoch: 2 | iteration: 62/66 | Loss: 0.65559321641922
Validating Epoch: 2 | iteration: 63/66 | Loss: 0.5923708081245422
Validating Epoch: 2 | iteration: 64/66 | Loss: 0.6899797916412354
Validating Epoch: 2 | iteration: 65/66 | Loss: 0.6515376567840576
Temperature:  0.5
Sampling: iteration: 0/51
{'Validity': 0.98828125, 'Novelty': 1.0, 'Uniqueness': 0.9930830039525692}
Training Epoch: 3 | iteration: 0/262 | Loss: 0.6061609983444214
Training Epoch: 3 | iteration: 1/262 | Loss: 0.6884616613388062
Training Epoch: 3 | iteration: 2/262 | Loss: 0.5977839231491089
Training Epoch: 3 | iteration: 3/262 | Loss: 0.6757563352584839
Training Epoch: 3 | iteration: 4/262 | Loss: 0.6721782684326172
Training Epoch: 3 | iteration: 5/262 | Loss: 0.7639531493186951
Training Epoch: 3 | iteration: 6/262 | Loss: 0.8026942014694214
Training Epoch: 3 | iteration: 7/262 | Loss: 0.7116807699203491
Training Epoch: 3 | iteration: 8/262 | Loss: 0.7983351945877075
Training Epoch: 3 | iteration: 9/262 | Loss: 0.670754075050354
Training Epoch: 3 | iteration: 10/262 | Loss: 0.7335319519042969
Training Epoch: 3 | iteration: 11/262 | Loss: 0.6867852807044983
Training Epoch: 3 | iteration: 12/262 | Loss: 0.7504211068153381
Training Epoch: 3 | iteration: 13/262 | Loss: 0.7900538444519043
Training Epoch: 3 | iteration: 14/262 | Loss: 0.6692999005317688
Training Epoch: 3 | iteration: 15/262 | Loss: 0.7011594772338867
Training Epoch: 3 | iteration: 16/262 | Loss: 0.6658569574356079
Training Epoch: 3 | iteration: 17/262 | Loss: 0.6959289908409119
Training Epoch: 3 | iteration: 18/262 | Loss: 0.6458276510238647
Training Epoch: 3 | iteration: 19/262 | Loss: 0.6587526798248291
Training Epoch: 3 | iteration: 20/262 | Loss: 0.7245162129402161
Training Epoch: 3 | iteration: 21/262 | Loss: 0.6627530455589294
Training Epoch: 3 | iteration: 22/262 | Loss: 0.6776148080825806
Training Epoch: 3 | iteration: 23/262 | Loss: 0.7599166631698608
Training Epoch: 3 | iteration: 24/262 | Loss: 0.6183698177337646
Training Epoch: 3 | iteration: 25/262 | Loss: 0.671204149723053
Training Epoch: 3 | iteration: 26/262 | Loss: 0.7018673419952393
Training Epoch: 3 | iteration: 27/262 | Loss: 0.7275493144989014
Training Epoch: 3 | iteration: 28/262 | Loss: 0.6777195334434509
Training Epoch: 3 | iteration: 29/262 | Loss: 0.7187566161155701
Training Epoch: 3 | iteration: 30/262 | Loss: 0.712232232093811
Training Epoch: 3 | iteration: 31/262 | Loss: 0.6882458925247192
Training Epoch: 3 | iteration: 32/262 | Loss: 0.6407434344291687
Training Epoch: 3 | iteration: 33/262 | Loss: 0.6638088822364807
Training Epoch: 3 | iteration: 34/262 | Loss: 0.7230179309844971
Training Epoch: 3 | iteration: 35/262 | Loss: 0.6382319331169128
Training Epoch: 3 | iteration: 36/262 | Loss: 0.6330198049545288
Training Epoch: 3 | iteration: 37/262 | Loss: 0.6885159015655518
Training Epoch: 3 | iteration: 38/262 | Loss: 0.646946132183075
Training Epoch: 3 | iteration: 39/262 | Loss: 0.7326412796974182
Training Epoch: 3 | iteration: 40/262 | Loss: 0.6972355842590332
Training Epoch: 3 | iteration: 41/262 | Loss: 0.7567803859710693
Training Epoch: 3 | iteration: 42/262 | Loss: 0.6881614923477173
Training Epoch: 3 | iteration: 43/262 | Loss: 0.6367820501327515
Training Epoch: 3 | iteration: 44/262 | Loss: 0.731489896774292
Training Epoch: 3 | iteration: 45/262 | Loss: 0.6216311454772949
Training Epoch: 3 | iteration: 46/262 | Loss: 0.7308045029640198
Training Epoch: 3 | iteration: 47/262 | Loss: 0.6726242899894714
Training Epoch: 3 | iteration: 48/262 | Loss: 0.6945092678070068
Training Epoch: 3 | iteration: 49/262 | Loss: 0.6994891166687012
Training Epoch: 3 | iteration: 50/262 | Loss: 0.6191589832305908
Training Epoch: 3 | iteration: 51/262 | Loss: 0.6643915772438049
Training Epoch: 3 | iteration: 52/262 | Loss: 0.6499603986740112
Training Epoch: 3 | iteration: 53/262 | Loss: 0.6589674949645996
Training Epoch: 3 | iteration: 54/262 | Loss: 0.6691204309463501
Training Epoch: 3 | iteration: 55/262 | Loss: 0.6518018841743469
Training Epoch: 3 | iteration: 56/262 | Loss: 0.6865070462226868
Training Epoch: 3 | iteration: 57/262 | Loss: 0.679413914680481
Training Epoch: 3 | iteration: 58/262 | Loss: 0.6637346744537354
Training Epoch: 3 | iteration: 59/262 | Loss: 0.6795787811279297
Training Epoch: 3 | iteration: 60/262 | Loss: 0.6826191544532776
Training Epoch: 3 | iteration: 61/262 | Loss: 0.5781679749488831
Training Epoch: 3 | iteration: 62/262 | Loss: 0.7203349471092224
Training Epoch: 3 | iteration: 63/262 | Loss: 0.6857496500015259
Training Epoch: 3 | iteration: 64/262 | Loss: 0.7193537950515747
Training Epoch: 3 | iteration: 65/262 | Loss: 0.7929250597953796
Training Epoch: 3 | iteration: 66/262 | Loss: 0.6859986186027527
Training Epoch: 3 | iteration: 67/262 | Loss: 0.6145600080490112
Training Epoch: 3 | iteration: 68/262 | Loss: 0.8325769305229187
Training Epoch: 3 | iteration: 69/262 | Loss: 0.7166556119918823
Training Epoch: 3 | iteration: 70/262 | Loss: 0.6875923871994019
Training Epoch: 3 | iteration: 71/262 | Loss: 0.7137846946716309
Training Epoch: 3 | iteration: 72/262 | Loss: 0.6849305629730225
Training Epoch: 3 | iteration: 73/262 | Loss: 0.6827903985977173
Training Epoch: 3 | iteration: 74/262 | Loss: 0.6846686005592346
Training Epoch: 3 | iteration: 75/262 | Loss: 0.7480596303939819
Training Epoch: 3 | iteration: 76/262 | Loss: 0.7308851480484009
Training Epoch: 3 | iteration: 77/262 | Loss: 0.6382567882537842
Training Epoch: 3 | iteration: 78/262 | Loss: 0.6730827689170837
Training Epoch: 3 | iteration: 79/262 | Loss: 0.7231338024139404
Training Epoch: 3 | iteration: 80/262 | Loss: 0.6133802533149719
Training Epoch: 3 | iteration: 81/262 | Loss: 0.6735879182815552
Training Epoch: 3 | iteration: 82/262 | Loss: 0.6443605422973633
Training Epoch: 3 | iteration: 83/262 | Loss: 0.6479114294052124
Training Epoch: 3 | iteration: 84/262 | Loss: 0.6977461576461792
Training Epoch: 3 | iteration: 85/262 | Loss: 0.7023446559906006
Training Epoch: 3 | iteration: 86/262 | Loss: 0.7058624625205994
Training Epoch: 3 | iteration: 87/262 | Loss: 0.6500743627548218
Training Epoch: 3 | iteration: 88/262 | Loss: 0.7176489233970642
Training Epoch: 3 | iteration: 89/262 | Loss: 0.7324008941650391
Training Epoch: 3 | iteration: 90/262 | Loss: 0.7237597703933716
Training Epoch: 3 | iteration: 91/262 | Loss: 0.6560602188110352
Training Epoch: 3 | iteration: 92/262 | Loss: 0.6515930891036987
Training Epoch: 3 | iteration: 93/262 | Loss: 0.6336727142333984
Training Epoch: 3 | iteration: 94/262 | Loss: 0.7098643779754639
Training Epoch: 3 | iteration: 95/262 | Loss: 0.63595050573349
Training Epoch: 3 | iteration: 96/262 | Loss: 0.6842397451400757
Training Epoch: 3 | iteration: 97/262 | Loss: 0.6954087018966675
Training Epoch: 3 | iteration: 98/262 | Loss: 0.6541978120803833
Training Epoch: 3 | iteration: 99/262 | Loss: 0.693429172039032
Training Epoch: 3 | iteration: 100/262 | Loss: 0.6753358244895935
Training Epoch: 3 | iteration: 101/262 | Loss: 0.7056868076324463
Training Epoch: 3 | iteration: 102/262 | Loss: 0.7991615533828735
Training Epoch: 3 | iteration: 103/262 | Loss: 0.7144141793251038
Training Epoch: 3 | iteration: 104/262 | Loss: 0.7960836887359619
Training Epoch: 3 | iteration: 105/262 | Loss: 0.726287841796875
Training Epoch: 3 | iteration: 106/262 | Loss: 0.6725512146949768
Training Epoch: 3 | iteration: 107/262 | Loss: 0.624087929725647
Training Epoch: 3 | iteration: 108/262 | Loss: 0.771511435508728
Training Epoch: 3 | iteration: 109/262 | Loss: 0.7032683491706848
Training Epoch: 3 | iteration: 110/262 | Loss: 0.6647723317146301
Training Epoch: 3 | iteration: 111/262 | Loss: 0.690015435218811
Training Epoch: 3 | iteration: 112/262 | Loss: 0.6438337564468384
Training Epoch: 3 | iteration: 113/262 | Loss: 0.6299628615379333
Training Epoch: 3 | iteration: 114/262 | Loss: 0.7266430854797363
Training Epoch: 3 | iteration: 115/262 | Loss: 0.7558043599128723
Training Epoch: 3 | iteration: 116/262 | Loss: 0.6704577207565308
Training Epoch: 3 | iteration: 117/262 | Loss: 0.6825326681137085
Training Epoch: 3 | iteration: 118/262 | Loss: 0.6437280178070068
Training Epoch: 3 | iteration: 119/262 | Loss: 0.766640305519104
Training Epoch: 3 | iteration: 120/262 | Loss: 0.6611695289611816
Training Epoch: 3 | iteration: 121/262 | Loss: 0.7279497981071472
Training Epoch: 3 | iteration: 122/262 | Loss: 0.7549153566360474
Training Epoch: 3 | iteration: 123/262 | Loss: 0.6541236639022827
Training Epoch: 3 | iteration: 124/262 | Loss: 0.6417956352233887
Training Epoch: 3 | iteration: 125/262 | Loss: 0.5886597633361816
Training Epoch: 3 | iteration: 126/262 | Loss: 0.6616833806037903
Training Epoch: 3 | iteration: 127/262 | Loss: 0.6794508099555969
Training Epoch: 3 | iteration: 128/262 | Loss: 0.6741216778755188
Training Epoch: 3 | iteration: 129/262 | Loss: 0.6584691405296326
Training Epoch: 3 | iteration: 130/262 | Loss: 0.6318103671073914
Training Epoch: 3 | iteration: 131/262 | Loss: 0.775757372379303
Training Epoch: 3 | iteration: 132/262 | Loss: 0.7295001149177551
Training Epoch: 3 | iteration: 133/262 | Loss: 0.6573424339294434
Training Epoch: 3 | iteration: 134/262 | Loss: 0.6484239101409912
Training Epoch: 3 | iteration: 135/262 | Loss: 0.6564933061599731
Training Epoch: 3 | iteration: 136/262 | Loss: 0.6113409996032715
Training Epoch: 3 | iteration: 137/262 | Loss: 0.6516152620315552
Training Epoch: 3 | iteration: 138/262 | Loss: 0.6862012147903442
Training Epoch: 3 | iteration: 139/262 | Loss: 0.6680712699890137
Training Epoch: 3 | iteration: 140/262 | Loss: 0.6834933757781982
Training Epoch: 3 | iteration: 141/262 | Loss: 0.6749703884124756
Training Epoch: 3 | iteration: 142/262 | Loss: 0.6638041734695435
Training Epoch: 3 | iteration: 143/262 | Loss: 0.6395077109336853
Training Epoch: 3 | iteration: 144/262 | Loss: 0.663432776927948
Training Epoch: 3 | iteration: 145/262 | Loss: 0.6458966135978699
Training Epoch: 3 | iteration: 146/262 | Loss: 0.7719573974609375
Training Epoch: 3 | iteration: 147/262 | Loss: 0.5537443161010742
Training Epoch: 3 | iteration: 148/262 | Loss: 0.6432279348373413
Training Epoch: 3 | iteration: 149/262 | Loss: 0.6754952073097229
Training Epoch: 3 | iteration: 150/262 | Loss: 0.6837623119354248
Training Epoch: 3 | iteration: 151/262 | Loss: 0.6045207977294922
Training Epoch: 3 | iteration: 152/262 | Loss: 0.7479443550109863
Training Epoch: 3 | iteration: 153/262 | Loss: 0.645860493183136
Training Epoch: 3 | iteration: 154/262 | Loss: 0.8234113454818726
Training Epoch: 3 | iteration: 155/262 | Loss: 0.692063570022583
Training Epoch: 3 | iteration: 156/262 | Loss: 0.7056101560592651
Training Epoch: 3 | iteration: 157/262 | Loss: 0.6426421403884888
Training Epoch: 3 | iteration: 158/262 | Loss: 0.7523626089096069
Training Epoch: 3 | iteration: 159/262 | Loss: 0.7541375160217285
Training Epoch: 3 | iteration: 160/262 | Loss: 0.6652307510375977
Training Epoch: 3 | iteration: 161/262 | Loss: 0.68427574634552
Training Epoch: 3 | iteration: 162/262 | Loss: 0.7008579969406128
Training Epoch: 3 | iteration: 163/262 | Loss: 0.6778508424758911
Training Epoch: 3 | iteration: 164/262 | Loss: 0.6659455299377441
Training Epoch: 3 | iteration: 165/262 | Loss: 0.6434190273284912
Training Epoch: 3 | iteration: 166/262 | Loss: 0.6821197271347046
Training Epoch: 3 | iteration: 167/262 | Loss: 0.6962039470672607
Training Epoch: 3 | iteration: 168/262 | Loss: 0.605772852897644
Training Epoch: 3 | iteration: 169/262 | Loss: 0.6358283758163452
Training Epoch: 3 | iteration: 170/262 | Loss: 0.6111788153648376
Training Epoch: 3 | iteration: 171/262 | Loss: 0.750961184501648
Training Epoch: 3 | iteration: 172/262 | Loss: 0.6837313175201416
Training Epoch: 3 | iteration: 173/262 | Loss: 0.6809911131858826
Training Epoch: 3 | iteration: 174/262 | Loss: 0.7287204265594482
Training Epoch: 3 | iteration: 175/262 | Loss: 0.7267694473266602
Training Epoch: 3 | iteration: 176/262 | Loss: 0.6672214269638062
Training Epoch: 3 | iteration: 177/262 | Loss: 0.7084035873413086
Training Epoch: 3 | iteration: 178/262 | Loss: 0.6809980869293213
Training Epoch: 3 | iteration: 179/262 | Loss: 0.6725998520851135
Training Epoch: 3 | iteration: 180/262 | Loss: 0.7022079825401306
Training Epoch: 3 | iteration: 181/262 | Loss: 0.6936359405517578
Training Epoch: 3 | iteration: 182/262 | Loss: 0.7057558298110962
Training Epoch: 3 | iteration: 183/262 | Loss: 0.6742098331451416
Training Epoch: 3 | iteration: 184/262 | Loss: 0.753654956817627
Training Epoch: 3 | iteration: 185/262 | Loss: 0.7649500370025635
Training Epoch: 3 | iteration: 186/262 | Loss: 0.6983569264411926
Training Epoch: 3 | iteration: 187/262 | Loss: 0.6527490615844727
Training Epoch: 3 | iteration: 188/262 | Loss: 0.7280645966529846
Training Epoch: 3 | iteration: 189/262 | Loss: 0.6941088438034058
Training Epoch: 3 | iteration: 190/262 | Loss: 0.636817216873169
Training Epoch: 3 | iteration: 191/262 | Loss: 0.6739976406097412
Training Epoch: 3 | iteration: 192/262 | Loss: 0.691636860370636
Training Epoch: 3 | iteration: 193/262 | Loss: 0.7188695073127747
Training Epoch: 3 | iteration: 194/262 | Loss: 0.6783738136291504
Training Epoch: 3 | iteration: 195/262 | Loss: 0.6893049478530884
Training Epoch: 3 | iteration: 196/262 | Loss: 0.7104458212852478
Training Epoch: 3 | iteration: 197/262 | Loss: 0.6850084066390991
Training Epoch: 3 | iteration: 198/262 | Loss: 0.6644040942192078
Training Epoch: 3 | iteration: 199/262 | Loss: 0.7546645402908325
Training Epoch: 3 | iteration: 200/262 | Loss: 0.7555334568023682
Training Epoch: 3 | iteration: 201/262 | Loss: 0.6860537528991699
Training Epoch: 3 | iteration: 202/262 | Loss: 0.6759047508239746
Training Epoch: 3 | iteration: 203/262 | Loss: 0.6057488918304443
Training Epoch: 3 | iteration: 204/262 | Loss: 0.7424262762069702
Training Epoch: 3 | iteration: 205/262 | Loss: 0.6539080142974854
Training Epoch: 3 | iteration: 206/262 | Loss: 0.7404831647872925
Training Epoch: 3 | iteration: 207/262 | Loss: 0.635676383972168
Training Epoch: 3 | iteration: 208/262 | Loss: 0.6305526494979858
Training Epoch: 3 | iteration: 209/262 | Loss: 0.6773049831390381
Training Epoch: 3 | iteration: 210/262 | Loss: 0.6950024366378784
Training Epoch: 3 | iteration: 211/262 | Loss: 0.7018256187438965
Training Epoch: 3 | iteration: 212/262 | Loss: 0.7437058687210083
Training Epoch: 3 | iteration: 213/262 | Loss: 0.728161633014679
Training Epoch: 3 | iteration: 214/262 | Loss: 0.6927963495254517
Training Epoch: 3 | iteration: 215/262 | Loss: 0.7312981486320496
Training Epoch: 3 | iteration: 216/262 | Loss: 0.6585423946380615
Training Epoch: 3 | iteration: 217/262 | Loss: 0.7126376628875732
Training Epoch: 3 | iteration: 218/262 | Loss: 0.6532115936279297
Training Epoch: 3 | iteration: 219/262 | Loss: 0.6480750441551208
Training Epoch: 3 | iteration: 220/262 | Loss: 0.7140070199966431
Training Epoch: 3 | iteration: 221/262 | Loss: 0.7291896939277649
Training Epoch: 3 | iteration: 222/262 | Loss: 0.6580895185470581
Training Epoch: 3 | iteration: 223/262 | Loss: 0.7098462581634521
Training Epoch: 3 | iteration: 224/262 | Loss: 0.6353929042816162
Training Epoch: 3 | iteration: 225/262 | Loss: 0.6615254282951355
Training Epoch: 3 | iteration: 226/262 | Loss: 0.7142737507820129
Training Epoch: 3 | iteration: 227/262 | Loss: 0.6536582708358765
Training Epoch: 3 | iteration: 228/262 | Loss: 0.7001128792762756
Training Epoch: 3 | iteration: 229/262 | Loss: 0.6522811651229858
Training Epoch: 3 | iteration: 230/262 | Loss: 0.7719386219978333
